Human_Gene_name,Description,References
PDHX,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-171
HSD17B12,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-172
CRY2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-173
CELF1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-174
FOLH1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-175
MAP3K11,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-176
TPCN2-CCND1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-177
CENTD2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-178
C11orf30,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-179
MTNR1B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-180
FXYD6-FXYD2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-181
ETS1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-182
CCND2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-183
CDKN1B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-184
PDE3A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-185
LDHB-KCNJ8,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-186
ITPR2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-187
KLHDC5,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-188
FAM60A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-189
PKP2-SYT10,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-190
FAIM2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-191
HMGA2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-192
TSPAN8,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-193
RMST,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-194
WSCD2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-195
SH2B3-ALDH2-BRAP,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-196
PTPN11-HECTD4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-197
KSR2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-198
HNF1A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-199
MPHOSPH9-ZNF664,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-200
FBRSL1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-201
SGCG,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-202
RNF6,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-203
KL ,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-204
DLEU1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-205
OLFM4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-206
SPRY2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-207
MIR17HG,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-208
AKAP6,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-209
CLEC14A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-210
PSMA3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-211
LRRC74A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-212
NRXN3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-213
FOXN3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-214
SMEK1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-215
DLK1-MEG3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-216
TRAF3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-217
RASGRP1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-218
INFAM2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-219
LTK,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-220
PPIP5K1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-221
MYO5C,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-222
TCF12,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-223
C2CD4A-C2CD4B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-224
USP3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-225
MAP2K5,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-226
PTPN9-SIN3A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-227
HMG20A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-228
AP3S2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-229
PRC1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-230
RGMA,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-231
ITFG3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-232
CLUAP1-SLX4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-233
GP2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-234
FAM57B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-235
FTO,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-236
NFAT5,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-237
ZFHX3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-238
BCAR1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-239
CMIP,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-240
ZFPM1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-241
SPG7,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-242
ZZEF1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-243
SLC16A11-SLC16A13,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-244
RAI1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-245
NF1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-246
HNF1B,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-247
MLX,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-248
GIP-TTLL6,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-249
ACE,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-250
BPTF-PITPNC1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-251
CYTH1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-252
LAMA1,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-253
TCF4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-254
GRP-MC4R,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-255
BCL2A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-256
CDH7,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-257
ZNF236,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-258
UHRF1-PTPRS,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-259
MAP2K7,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-260
FARSA-ZNF799,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-261
CILP2-TM6SF2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-262
ZNF257,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-263
PEPD,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-264
TOMM40-APOE-GIPR,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-265
ZC3H4,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-266
CFAP61,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-267
FOXA2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-268
RALY,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-269
HNF4A,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-270
EYA2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-271
CEBPB,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-272
TSHZ2,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-273
GNAS,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-274
MTMR3-ZNRF3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-275
YWHAH,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-276
EP300,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-277
PNPLA3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-278
PIM3,"Supplementary Table 5. Loci attaining genome-wide significant evidence (p<5x10-8) of association with T2D in multi-ancestry meta-regression (MR-MEGA) of up to 180,834 cases and 1,159,055 controls (effective sample size 492,191).	",https://doi.org/10.1038/s41588-022-01058-279
