strain_id,T0_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.PLM2_SNA3,T0_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.HNM1_TPO1,T0_noMTX_noDrug.SRO9_SGN1,T0_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.SSH1_ERG11,T0_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.HUG1_PGM2,T0_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.MID2_RSN1,T0_noMTX_noDrug.ERG11_ERV25,T0_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.TPO1_TPO2,T0_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_PIS1,T0_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.noPPI_reference,T0_noMTX_noDrug.SSH1_ORM2,T0_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ADE17_GIS2,T0_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.HNM1_TPO4,T0_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.FMP45_MID2,T0_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_TPO2,T0_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.ADE17_PGM2,T0_noMTX_noDrug.RET2_SNA3
545,106.0,8.0,6.0,54.0,417.0,94.0,160.0,42.0,12.0,95.0,36.0,62.0,11.0,2.0,134.0,45.0,32.0,30.0,2.0,13.0,79.0,42.0,99.0,12.0,15.0,7.0,211.0,32.0,34.0,34.0,199.0,31.0,7.0,13.0,7.0,87.0,84.0,41.0,38.0,19.0,2.0,157.0,31.0,49.0,27.0,78.0,0.0,94.0,40.0,119.0,153.0,37.0,161.0,41.0,33.0,212.0,10.0,24.0,33.0,4.0,4.0,7.0
546,45.0,185.0,114.0,153.0,59.0,50.0,170.0,47.0,104.0,50.0,63.0,174.0,24.0,46.0,192.0,13.0,75.0,102.0,40.0,164.0,9.0,79.0,93.0,61.0,3.0,135.0,53.0,123.0,6.0,115.0,141.0,41.0,4.0,51.0,1.0,40.0,165.0,25.0,76.0,30.0,7.0,70.0,204.0,39.0,302.0,49.0,7.0,46.0,163.0,73.0,69.0,260.0,84.0,117.0,57.0,47.0,119.0,69.0,54.0,10.0,7.0,3.0
557,4.0,5.0,2.0,13.0,19.0,25.0,42.0,4.0,2.0,6.0,48.0,32.0,1.0,1.0,214.0,5.0,60.0,7.0,160.0,200.0,5.0,66.0,35.0,14.0,7.0,18.0,28.0,7.0,5.0,38.0,3.0,19.0,1.0,4.0,3.0,25.0,5.0,28.0,38.0,13.0,2.0,1.0,29.0,10.0,3.0,23.0,5.0,8.0,12.0,87.0,9.0,61.0,1.0,3.0,19.0,10.0,12.0,22.0,11.0,4.0,21.0,3.0
559,6.0,2.0,5.0,4.0,8.0,4.0,13.0,4.0,20.0,0.0,4.0,3.0,3.0,3.0,8.0,2.0,3.0,55.0,2.0,0.0,3.0,4.0,11.0,5.0,1.0,3.0,0.0,2.0,0.0,2.0,12.0,2.0,2.0,14.0,0.0,10.0,3.0,78.0,27.0,3.0,2.0,17.0,1.0,12.0,22.0,27.0,2.0,5.0,8.0,16.0,4.0,2.0,5.0,1.0,11.0,2.0,4.0,10.0,6.0,3.0,1.0,8.0
564,31.0,12.0,8.0,20.0,9.0,17.0,27.0,4.0,34.0,10.0,11.0,12.0,15.0,0.0,33.0,13.0,56.0,15.0,9.0,6.0,5.0,27.0,20.0,11.0,4.0,2.0,4.0,24.0,3.0,6.0,62.0,13.0,6.0,40.0,1.0,13.0,6.0,22.0,26.0,7.0,4.0,25.0,29.0,6.0,44.0,21.0,3.0,15.0,19.0,50.0,6.0,25.0,39.0,32.0,13.0,31.0,32.0,9.0,5.0,7.0,6.0,6.0
567,60.0,19.0,4.0,8.0,60.0,39.0,152.0,16.0,4.0,24.0,8.0,39.0,20.0,4.0,92.0,64.0,27.0,23.0,6.0,101.0,28.0,17.0,36.0,12.0,3.0,13.0,20.0,34.0,69.0,53.0,248.0,53.0,9.0,2.0,1.0,138.0,4.0,16.0,64.0,67.0,7.0,126.0,59.0,30.0,12.0,42.0,4.0,41.0,40.0,80.0,69.0,4.0,230.0,24.0,88.0,249.0,60.0,14.0,20.0,8.0,4.0,10.0
57,94.0,6.0,200.0,18.0,40.0,16.0,11.0,15.0,9.0,2.0,5.0,11.0,4.0,45.0,37.0,14.0,30.0,15.0,67.0,19.0,5.0,35.0,13.0,50.0,2.0,5.0,5.0,27.0,3.0,3.0,2.0,25.0,0.0,3.0,10.0,22.0,2.0,9.0,20.0,28.0,1.0,1.0,5.0,27.0,11.0,38.0,1.0,12.0,12.0,20.0,2.0,153.0,3.0,110.0,5.0,70.0,75.0,18.0,21.0,2.0,9.0,0.0
571,39.0,6.0,46.0,63.0,35.0,21.0,42.0,4.0,34.0,3.0,101.0,139.0,1.0,2.0,13.0,18.0,227.0,26.0,693.0,388.0,3.0,87.0,13.0,34.0,3.0,5.0,9.0,46.0,3.0,5.0,74.0,16.0,4.0,3.0,0.0,7.0,34.0,23.0,30.0,35.0,3.0,100.0,60.0,12.0,74.0,43.0,4.0,3.0,19.0,443.0,26.0,136.0,45.0,106.0,6.0,32.0,34.0,22.0,26.0,2.0,148.0,5.0
574,31.0,2.0,4.0,19.0,71.0,4.0,12.0,7.0,47.0,14.0,16.0,2.0,0.0,0.0,49.0,30.0,33.0,14.0,2.0,4.0,50.0,49.0,8.0,5.0,3.0,37.0,55.0,10.0,3.0,1.0,50.0,14.0,1.0,97.0,0.0,7.0,4.0,33.0,25.0,16.0,1.0,11.0,4.0,18.0,7.0,12.0,0.0,19.0,1.0,5.0,65.0,0.0,26.0,9.0,20.0,3.0,22.0,19.0,12.0,6.0,2.0,1.0
576,59.0,1.0,5.0,38.0,30.0,8.0,9.0,7.0,1.0,24.0,31.0,2.0,5.0,1.0,78.0,18.0,47.0,7.0,9.0,31.0,6.0,64.0,31.0,16.0,2.0,11.0,56.0,32.0,0.0,3.0,35.0,6.0,0.0,4.0,0.0,5.0,9.0,33.0,12.0,19.0,1.0,32.0,11.0,6.0,13.0,13.0,1.0,28.0,1.0,10.0,45.0,0.0,49.0,3.0,5.0,24.0,22.0,17.0,10.0,0.0,0.0,4.0
578,200.0,190.0,28.0,265.0,87.0,178.0,545.0,44.0,352.0,60.0,63.0,343.0,56.0,317.0,964.0,92.0,81.0,77.0,443.0,232.0,133.0,81.0,62.0,110.0,15.0,64.0,116.0,112.0,34.0,221.0,63.0,205.0,5.0,6.0,13.0,227.0,464.0,32.0,145.0,41.0,4.0,37.0,416.0,388.0,986.0,581.0,51.0,150.0,253.0,284.0,193.0,327.0,30.0,625.0,152.0,515.0,125.0,69.0,89.0,22.0,63.0,10.0
58,464.0,35.0,1517.0,74.0,9.0,23.0,13.0,11.0,11.0,7.0,68.0,18.0,4.0,69.0,375.0,118.0,85.0,45.0,13.0,8.0,9.0,64.0,37.0,353.0,8.0,154.0,3.0,27.0,37.0,23.0,293.0,8.0,9.0,47.0,3.0,27.0,72.0,11.0,53.0,83.0,5.0,311.0,4.0,47.0,13.0,64.0,72.0,45.0,109.0,315.0,71.0,109.0,297.0,24.0,8.0,7.0,805.0,198.0,199.0,16.0,202.0,16.0
581,104.0,5.0,5.0,47.0,65.0,33.0,61.0,10.0,0.0,7.0,28.0,23.0,6.0,1.0,25.0,37.0,50.0,52.0,1.0,19.0,108.0,31.0,6.0,29.0,4.0,8.0,59.0,123.0,51.0,19.0,0.0,8.0,3.0,63.0,7.0,87.0,18.0,23.0,118.0,69.0,4.0,2.0,12.0,40.0,3.0,46.0,4.0,28.0,17.0,124.0,42.0,0.0,2.0,2.0,52.0,69.0,50.0,37.0,22.0,1329.0,0.0,2.0
586,161.0,96.0,263.0,36.0,138.0,26.0,97.0,19.0,116.0,14.0,180.0,67.0,8.0,12.0,189.0,45.0,236.0,57.0,35.0,188.0,75.0,154.0,44.0,137.0,16.0,17.0,38.0,107.0,34.0,47.0,92.0,38.0,8.0,158.0,21.0,60.0,61.0,33.0,166.0,34.0,3.0,36.0,16.0,68.0,89.0,90.0,8.0,42.0,34.0,210.0,88.0,3.0,56.0,48.0,56.0,100.0,134.0,53.0,100.0,10.0,31.0,7.0
588,6.0,5.0,4.0,9.0,18.0,4.0,17.0,1.0,3.0,6.0,3.0,16.0,0.0,3.0,18.0,6.0,3.0,8.0,6.0,3.0,1.0,10.0,3.0,6.0,3.0,2.0,1.0,1.0,3.0,20.0,1.0,4.0,2.0,5.0,0.0,10.0,4.0,17.0,31.0,3.0,0.0,1.0,5.0,12.0,18.0,40.0,7.0,2.0,5.0,26.0,2.0,2.0,3.0,4.0,9.0,20.0,13.0,2.0,0.0,3.0,1.0,0.0
589,216.0,148.0,41.0,76.0,74.0,84.0,155.0,38.0,100.0,34.0,159.0,209.0,23.0,65.0,144.0,32.0,373.0,145.0,8.0,427.0,72.0,324.0,37.0,74.0,28.0,33.0,63.0,248.0,7.0,40.0,238.0,26.0,163.0,19.0,15.0,83.0,103.0,31.0,313.0,38.0,18.0,130.0,67.0,135.0,205.0,193.0,13.0,58.0,198.0,108.0,180.0,227.0,135.0,160.0,116.0,101.0,165.0,77.0,121.0,2445.0,68.0,116.0
590,38.0,14.0,9.0,35.0,28.0,24.0,32.0,23.0,31.0,18.0,59.0,27.0,2.0,2.0,45.0,6.0,50.0,6.0,3.0,39.0,5.0,53.0,11.0,37.0,2.0,23.0,23.0,34.0,12.0,1.0,17.0,12.0,16.0,13.0,1.0,5.0,11.0,31.0,22.0,33.0,4.0,14.0,3.0,6.0,1.0,16.0,1.0,14.0,9.0,31.0,48.0,4.0,12.0,5.0,7.0,28.0,75.0,29.0,38.0,7.0,1.0,3.0
596,18.0,14.0,12.0,5.0,11.0,32.0,98.0,8.0,3.0,7.0,4.0,11.0,10.0,14.0,147.0,68.0,13.0,63.0,5.0,5.0,6.0,10.0,166.0,18.0,12.0,1.0,80.0,2.0,6.0,58.0,5.0,131.0,11.0,12.0,4.0,102.0,49.0,102.0,256.0,15.0,0.0,7.0,203.0,33.0,121.0,109.0,5.0,7.0,163.0,59.0,55.0,4.0,7.0,13.0,41.0,8.0,10.0,150.0,19.0,6.0,85.0,6.0
598,30.0,19.0,139.0,53.0,5.0,79.0,118.0,4.0,85.0,45.0,10.0,256.0,25.0,25.0,192.0,10.0,55.0,55.0,163.0,9.0,7.0,44.0,9.0,28.0,8.0,58.0,22.0,48.0,29.0,109.0,185.0,69.0,2.0,11.0,17.0,148.0,118.0,20.0,66.0,5.0,3.0,63.0,96.0,65.0,251.0,143.0,190.0,71.0,104.0,240.0,17.0,243.0,53.0,152.0,57.0,127.0,69.0,25.0,15.0,10.0,129.0,7.0
599,174.0,62.0,68.0,195.0,45.0,106.0,287.0,49.0,124.0,90.0,122.0,305.0,69.0,103.0,154.0,57.0,275.0,115.0,516.0,438.0,7.0,164.0,106.0,126.0,10.0,101.0,64.0,229.0,60.0,120.0,413.0,99.0,19.0,8.0,5.0,190.0,210.0,29.0,395.0,37.0,13.0,331.0,286.0,95.0,383.0,125.0,65.0,46.0,265.0,206.0,43.0,46.0,295.0,132.0,55.0,248.0,259.0,126.0,82.0,1787.0,64.0,16.0
599_ref1,565.0,381.0,802.0,301.0,1074.0,422.0,1505.0,278.0,1067.0,400.0,315.0,398.0,237.0,721.0,1366.0,284.0,383.0,293.0,806.0,552.0,709.0,370.0,418.0,300.0,237.0,294.0,433.0,770.0,181.0,647.0,394.0,428.0,565.0,794.0,68.0,277.0,852.0,54.0,416.0,234.0,33.0,268.0,356.0,357.0,1107.0,559.0,253.0,451.0,470.0,651.0,571.0,470.0,420.0,1080.0,590.0,495.0,686.0,229.0,284.0,766.0,332.0,502.0
599_ref2,489.0,517.0,738.0,407.0,1450.0,377.0,1298.0,289.0,998.0,341.0,128.0,481.0,216.0,608.0,1446.0,130.0,208.0,231.0,738.0,272.0,602.0,178.0,360.0,236.0,149.0,160.0,373.0,759.0,182.0,507.0,241.0,413.0,324.0,487.0,70.0,372.0,829.0,40.0,718.0,122.0,22.0,207.0,341.0,428.0,1067.0,656.0,286.0,396.0,542.0,683.0,507.0,412.0,252.0,968.0,806.0,535.0,445.0,251.0,250.0,843.0,263.0,260.0
6,17.0,0.0,64.0,2.0,17.0,14.0,16.0,12.0,6.0,3.0,18.0,4.0,6.0,1.0,10.0,1.0,17.0,20.0,38.0,5.0,4.0,18.0,9.0,14.0,3.0,1.0,13.0,13.0,57.0,12.0,10.0,5.0,1.0,0.0,0.0,2.0,1.0,25.0,86.0,5.0,0.0,12.0,13.0,3.0,4.0,7.0,9.0,4.0,3.0,9.0,3.0,28.0,2.0,2.0,5.0,3.0,3.0,14.0,11.0,3.0,6.0,1.0
60,50.0,28.0,5.0,69.0,97.0,62.0,81.0,22.0,156.0,18.0,28.0,399.0,9.0,13.0,427.0,62.0,71.0,50.0,6.0,293.0,85.0,21.0,36.0,24.0,12.0,0.0,78.0,77.0,7.0,96.0,3.0,34.0,6.0,73.0,29.0,319.0,187.0,15.0,49.0,39.0,2.0,5.0,74.0,409.0,250.0,572.0,2.0,122.0,140.0,141.0,62.0,82.0,5.0,420.0,52.0,199.0,29.0,26.0,39.0,16.0,81.0,4.0
607,9.0,0.0,1.0,1.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,7.0,2.0,1.0,0.0,12.0,1.0,16.0,5.0,0.0,79.0,1.0,0.0,3.0,1.0,4.0,25.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,58.0
611,89.0,9.0,5.0,66.0,61.0,57.0,137.0,11.0,26.0,36.0,95.0,86.0,22.0,5.0,218.0,59.0,174.0,17.0,76.0,42.0,7.0,158.0,58.0,53.0,4.0,33.0,14.0,43.0,8.0,44.0,222.0,65.0,5.0,7.0,1.0,132.0,57.0,23.0,50.0,43.0,1.0,143.0,179.0,109.0,83.0,168.0,133.0,4.0,88.0,50.0,26.0,58.0,129.0,101.0,38.0,192.0,86.0,36.0,30.0,11.0,50.0,5.0
616,104.0,61.0,4.0,79.0,75.0,106.0,362.0,27.0,14.0,48.0,78.0,71.0,39.0,7.0,75.0,4.0,147.0,53.0,7.0,157.0,84.0,108.0,42.0,24.0,15.0,29.0,126.0,51.0,21.0,71.0,6.0,146.0,140.0,9.0,1.0,92.0,65.0,32.0,134.0,5.0,7.0,8.0,28.0,76.0,125.0,118.0,39.0,101.0,59.0,173.0,58.0,7.0,11.0,54.0,59.0,61.0,39.0,47.0,54.0,3.0,2.0,127.0
619,9.0,2.0,3.0,3.0,14.0,2.0,7.0,2.0,1.0,1.0,0.0,8.0,3.0,1.0,11.0,0.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,16.0,0.0,0.0,0.0,6.0,5.0,1.0,7.0,1.0,3.0,0.0,9.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0
622,123.0,16.0,95.0,61.0,209.0,41.0,87.0,5.0,29.0,16.0,149.0,89.0,7.0,22.0,241.0,18.0,193.0,66.0,170.0,71.0,7.0,123.0,22.0,107.0,11.0,55.0,34.0,157.0,24.0,8.0,39.0,46.0,4.0,17.0,27.0,56.0,137.0,40.0,237.0,29.0,5.0,36.0,22.0,41.0,67.0,78.0,6.0,63.0,34.0,233.0,45.0,105.0,38.0,42.0,30.0,92.0,216.0,84.0,77.0,7.0,10.0,2.0
627,11.0,27.0,23.0,8.0,80.0,33.0,53.0,14.0,1.0,11.0,9.0,16.0,7.0,2.0,12.0,16.0,11.0,32.0,2.0,22.0,79.0,13.0,5.0,5.0,10.0,8.0,14.0,32.0,4.0,18.0,3.0,20.0,7.0,3.0,1.0,20.0,2.0,20.0,95.0,16.0,0.0,1.0,11.0,5.0,3.0,11.0,0.0,1.0,50.0,73.0,8.0,2.0,1.0,1.0,45.0,53.0,16.0,18.0,8.0,5.0,5.0,0.0
631,235.0,51.0,30.0,89.0,154.0,157.0,429.0,105.0,82.0,206.0,32.0,151.0,36.0,24.0,88.0,29.0,49.0,86.0,12.0,177.0,65.0,25.0,138.0,103.0,19.0,187.0,167.0,195.0,6.0,68.0,95.0,105.0,12.0,12.0,22.0,121.0,234.0,36.0,348.0,29.0,11.0,47.0,142.0,90.0,301.0,99.0,7.0,23.0,202.0,94.0,64.0,37.0,64.0,150.0,223.0,163.0,193.0,84.0,118.0,231.0,78.0,12.0
632,36.0,15.0,24.0,30.0,21.0,19.0,30.0,10.0,11.0,16.0,69.0,27.0,16.0,14.0,64.0,15.0,129.0,15.0,11.0,85.0,9.0,149.0,31.0,18.0,13.0,19.0,56.0,23.0,26.0,14.0,49.0,22.0,18.0,17.0,5.0,48.0,16.0,26.0,20.0,10.0,21.0,56.0,19.0,26.0,22.0,35.0,7.0,35.0,21.0,42.0,16.0,8.0,44.0,22.0,39.0,34.0,26.0,22.0,16.0,20.0,6.0,25.0
636,14.0,13.0,18.0,30.0,4.0,85.0,120.0,28.0,1.0,21.0,1.0,183.0,12.0,11.0,89.0,14.0,9.0,7.0,5.0,3.0,2.0,4.0,36.0,29.0,11.0,104.0,14.0,42.0,11.0,133.0,84.0,67.0,9.0,54.0,2.0,90.0,150.0,25.0,40.0,16.0,6.0,36.0,122.0,29.0,44.0,32.0,1.0,12.0,93.0,9.0,31.0,8.0,41.0,17.0,53.0,38.0,63.0,21.0,10.0,19.0,76.0,11.0
638,31.0,4.0,5.0,21.0,161.0,19.0,42.0,20.0,4.0,28.0,80.0,40.0,2.0,3.0,49.0,16.0,67.0,19.0,2.0,15.0,32.0,69.0,51.0,14.0,2.0,7.0,77.0,15.0,11.0,67.0,24.0,14.0,8.0,10.0,1.0,26.0,7.0,29.0,26.0,31.0,2.0,15.0,5.0,23.0,5.0,37.0,6.0,118.0,8.0,97.0,52.0,0.0,16.0,4.0,4.0,192.0,64.0,19.0,20.0,300.0,87.0,4.0
639,22.0,2.0,120.0,3.0,35.0,40.0,72.0,7.0,28.0,7.0,11.0,9.0,8.0,2.0,27.0,8.0,55.0,3.0,61.0,6.0,53.0,23.0,10.0,19.0,4.0,25.0,13.0,6.0,3.0,11.0,3.0,6.0,1.0,8.0,1.0,5.0,10.0,18.0,7.0,9.0,2.0,2.0,6.0,6.0,5.0,9.0,4.0,2.0,18.0,11.0,11.0,65.0,3.0,8.0,22.0,16.0,4.0,13.0,23.0,4.0,3.0,5.0
64,13.0,5.0,1.0,23.0,223.0,19.0,22.0,31.0,13.0,97.0,5.0,2.0,6.0,1.0,130.0,6.0,6.0,11.0,1.0,9.0,149.0,19.0,107.0,15.0,5.0,6.0,40.0,9.0,1.0,12.0,104.0,23.0,3.0,93.0,5.0,99.0,13.0,13.0,33.0,10.0,3.0,45.0,64.0,22.0,5.0,27.0,3.0,146.0,8.0,46.0,127.0,11.0,80.0,23.0,59.0,11.0,32.0,11.0,13.0,3.0,32.0,2.0
640,75.0,21.0,156.0,146.0,14.0,30.0,69.0,16.0,78.0,24.0,54.0,137.0,10.0,9.0,89.0,12.0,46.0,74.0,7.0,529.0,3.0,42.0,36.0,80.0,2.0,73.0,17.0,106.0,13.0,18.0,126.0,11.0,9.0,8.0,0.0,65.0,91.0,5.0,46.0,9.0,6.0,101.0,43.0,41.0,70.0,78.0,68.0,75.0,75.0,69.0,39.0,6.0,71.0,62.0,41.0,111.0,137.0,61.0,41.0,5.0,38.0,13.0
642,39.0,28.0,1.0,73.0,30.0,32.0,91.0,5.0,37.0,17.0,94.0,49.0,16.0,15.0,166.0,8.0,168.0,81.0,10.0,500.0,12.0,129.0,29.0,13.0,5.0,58.0,78.0,123.0,19.0,9.0,49.0,48.0,5.0,116.0,2.0,18.0,118.0,34.0,63.0,18.0,2.0,49.0,40.0,47.0,111.0,55.0,6.0,118.0,80.0,68.0,150.0,3.0,41.0,101.0,25.0,45.0,20.0,8.0,10.0,13.0,30.0,10.0
648,72.0,117.0,240.0,78.0,21.0,76.0,65.0,22.0,40.0,12.0,1.0,135.0,10.0,68.0,56.0,8.0,11.0,66.0,368.0,1.0,5.0,8.0,5.0,68.0,6.0,103.0,11.0,61.0,68.0,20.0,62.0,18.0,2.0,8.0,2.0,35.0,64.0,22.0,82.0,6.0,3.0,40.0,35.0,30.0,10.0,64.0,6.0,16.0,198.0,118.0,12.0,153.0,40.0,33.0,67.0,121.0,258.0,89.0,62.0,8.0,74.0,1.0
649,267.0,45.0,305.0,279.0,64.0,104.0,262.0,40.0,32.0,37.0,81.0,420.0,27.0,19.0,289.0,101.0,113.0,36.0,23.0,640.0,51.0,138.0,69.0,177.0,19.0,136.0,55.0,45.0,13.0,92.0,396.0,82.0,21.0,20.0,3.0,267.0,172.0,39.0,72.0,36.0,13.0,353.0,97.0,102.0,102.0,181.0,22.0,30.0,119.0,124.0,45.0,51.0,388.0,95.0,171.0,683.0,205.0,134.0,127.0,31.0,11.0,31.0
65,3.0,0.0,9.0,3.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,8.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,14.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,62.0,0.0,0.0
651,89.0,9.0,5.0,20.0,122.0,23.0,32.0,25.0,12.0,97.0,45.0,72.0,14.0,5.0,219.0,126.0,91.0,20.0,7.0,84.0,69.0,45.0,39.0,36.0,8.0,31.0,59.0,11.0,36.0,10.0,59.0,29.0,11.0,11.0,5.0,107.0,3.0,25.0,15.0,149.0,4.0,46.0,71.0,20.0,71.0,21.0,1.0,348.0,8.0,73.0,234.0,5.0,97.0,27.0,9.0,64.0,39.0,31.0,50.0,707.0,7.0,2.0
652,502.0,93.0,330.0,474.0,1136.0,135.0,187.0,68.0,148.0,217.0,129.0,273.0,46.0,22.0,1528.0,504.0,208.0,190.0,289.0,346.0,507.0,111.0,142.0,175.0,31.0,348.0,427.0,215.0,57.0,75.0,270.0,93.0,25.0,317.0,80.0,799.0,136.0,35.0,223.0,402.0,11.0,247.0,226.0,399.0,455.0,715.0,172.0,612.0,99.0,1067.0,456.0,361.0,208.0,340.0,140.0,820.0,258.0,196.0,232.0,32.0,106.0,21.0
653,63.0,14.0,153.0,44.0,20.0,23.0,41.0,24.0,52.0,12.0,41.0,18.0,5.0,27.0,102.0,12.0,80.0,34.0,35.0,174.0,10.0,77.0,26.0,47.0,6.0,14.0,15.0,14.0,27.0,4.0,182.0,7.0,18.0,5.0,3.0,17.0,104.0,25.0,29.0,3.0,8.0,160.0,82.0,29.0,147.0,31.0,40.0,20.0,23.0,43.0,43.0,116.0,139.0,85.0,19.0,60.0,54.0,23.0,57.0,13.0,130.0,14.0
657,64.0,35.0,144.0,47.0,95.0,131.0,171.0,67.0,14.0,62.0,34.0,98.0,29.0,26.0,103.0,40.0,58.0,26.0,17.0,48.0,18.0,51.0,94.0,44.0,24.0,43.0,67.0,50.0,19.0,53.0,159.0,134.0,47.0,59.0,15.0,130.0,44.0,29.0,180.0,48.0,26.0,102.0,80.0,61.0,37.0,77.0,31.0,31.0,78.0,124.0,50.0,16.0,170.0,48.0,125.0,144.0,58.0,44.0,28.0,30.0,18.0,35.0
658,24.0,1.0,131.0,1.0,9.0,47.0,71.0,23.0,65.0,29.0,13.0,2.0,13.0,1.0,9.0,1.0,36.0,0.0,6.0,3.0,1.0,54.0,9.0,24.0,1.0,0.0,28.0,7.0,2.0,7.0,11.0,4.0,0.0,2.0,1.0,50.0,0.0,11.0,5.0,0.0,2.0,1.0,6.0,8.0,0.0,8.0,1.0,16.0,24.0,5.0,15.0,1.0,1.0,1.0,44.0,31.0,41.0,9.0,32.0,3.0,1.0,0.0
66,74.0,17.0,5.0,125.0,9.0,71.0,93.0,15.0,5.0,52.0,52.0,70.0,27.0,31.0,8.0,5.0,118.0,12.0,411.0,16.0,59.0,58.0,68.0,48.0,8.0,19.0,15.0,45.0,0.0,2.0,225.0,54.0,7.0,3.0,1.0,9.0,38.0,19.0,11.0,1.0,2.0,214.0,29.0,69.0,78.0,60.0,9.0,33.0,107.0,19.0,9.0,2.0,127.0,126.0,52.0,75.0,40.0,36.0,40.0,2.0,11.0,11.0
660,78.0,47.0,10.0,21.0,54.0,57.0,91.0,22.0,3.0,19.0,90.0,47.0,30.0,5.0,51.0,46.0,157.0,26.0,3.0,214.0,6.0,199.0,58.0,52.0,10.0,2.0,42.0,39.0,1.0,64.0,23.0,40.0,25.0,16.0,1.0,39.0,2.0,38.0,35.0,26.0,2.0,8.0,18.0,50.0,10.0,40.0,3.0,37.0,42.0,30.0,33.0,2.0,10.0,5.0,75.0,91.0,51.0,35.0,45.0,6.0,4.0,10.0
666,68.0,44.0,184.0,231.0,20.0,67.0,97.0,45.0,114.0,38.0,190.0,224.0,9.0,13.0,215.0,23.0,246.0,58.0,331.0,364.0,46.0,232.0,49.0,70.0,10.0,35.0,40.0,72.0,28.0,29.0,145.0,40.0,10.0,10.0,3.0,97.0,295.0,23.0,67.0,5.0,5.0,96.0,191.0,75.0,207.0,101.0,28.0,62.0,72.0,114.0,60.0,88.0,114.0,336.0,29.0,396.0,137.0,47.0,48.0,7.0,62.0,14.0
667,40.0,135.0,7.0,58.0,49.0,156.0,247.0,33.0,23.0,21.0,34.0,152.0,17.0,9.0,163.0,53.0,99.0,21.0,114.0,128.0,2.0,44.0,34.0,67.0,9.0,60.0,14.0,28.0,3.0,48.0,6.0,40.0,5.0,3.0,1.0,135.0,54.0,17.0,32.0,19.0,2.0,5.0,50.0,63.0,154.0,162.0,92.0,21.0,121.0,57.0,18.0,5.0,10.0,208.0,146.0,284.0,57.0,44.0,48.0,9.0,44.0,5.0
