strain_id,B_MTX_noDrug.SRO9_SGN1,B_MTX_noDrug.SRO9_DHH1,B_MTX_noDrug.MID2_TPO2,B_MTX_noDrug.ALO1_HYR1,B_MTX_noDrug.TPO1_MID2,B_MTX_noDrug.ALO1_UIP4,B_MTX_noDrug.ERG11_PIS1,B_MTX_noDrug.FMP45_HNM1,B_MTX_noDrug.ERG11_TPO4,B_MTX_noDrug.TPO1_TPO2,B_MTX_noDrug.MID2_MAM33,B_MTX_noDrug.ERG27_ACF2,B_MTX_noDrug.PLM2_SNA3,B_MTX_noDrug.MID2_RSN1,B_MTX_noDrug.ALO1_ADE17,B_MTX_noDrug.MID2_WSC2,B_MTX_noDrug.RET2_EMP70,B_MTX_noDrug.ERG11_ERG5,B_MTX_noDrug.ERG11_ORM2,B_MTX_noDrug.HNM1_MAM33,B_MTX_noDrug.ERV25_UIP4,B_MTX_noDrug.FMP45_MID2,B_MTX_noDrug.ERV25_RBD2,B_MTX_noDrug.ADE17_GIS2,B_MTX_noDrug.HUG1_ALO1,B_MTX_noDrug.DHH1_LSM3,B_MTX_noDrug.noPPI_reference,B_MTX_noDrug.ERV25_PIS1,B_MTX_noDrug.HNM1_MID2,B_MTX_noDrug.SRO9_GIS2,B_MTX_noDrug.HUG1_ADE17,B_MTX_noDrug.ERG11_HYR1,B_MTX_noDrug.SSH1_ERV25,B_MTX_noDrug.SSH1_ORM2,B_MTX_noDrug.ERG11_ERV25,B_MTX_noDrug.ADE17_PGM2,B_MTX_noDrug.HNM1_TPO1,B_MTX_noDrug.SSH1_ERG11,B_MTX_noDrug.RET2_EMP47,B_MTX_noDrug.ERV25_EMP47,B_MTX_noDrug.HNM1_ERG11,B_MTX_noDrug.SNA4_GTR2,B_MTX_noDrug.ERG11_MID2,B_MTX_noDrug.ERV25_ORM2,B_MTX_noDrug.HNM1_TPO4,B_MTX_noDrug.FMP45_MEP1,B_MTX_noDrug.ERV25_ERG5,B_MTX_noDrug.PMC1_CTR2,B_MTX_noDrug.HNM1_TPO2,B_MTX_noDrug.PMC1_GTR2,B_MTX_noDrug.MID2_TPO4,B_MTX_noDrug.ADE17_HYR1,B_MTX_noDrug.TPO1_TCB2,B_MTX_noDrug.SSH1_PIS1,B_MTX_noDrug.ERG11_ACF2,B_MTX_noDrug.HUG1_PGM2,B_MTX_noDrug.GTR1_SLM4,B_MTX_noDrug.PLM2_HNM1,B_MTX_noDrug.SNA4_VAC8,B_MTX_noDrug.RET2_SNA3,B_MTX_noDrug.MID2_PIN2,B_MTX_noDrug.HNM1_RBD2
520,45.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,52.0,0.0,2.0,2.0,1.0,1.0,9.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,4.0,25.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,3.0,3.0,2.0,19.0,2.0,0.0,7.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,4.0,1.0
521,12.0,2.0,17.0,7.0,0.0,2.0,8.0,0.0,7.0,11.0,4.0,5.0,0.0,1.0,2.0,0.0,1.0,4.0,44.0,1.0,8.0,1.0,39.0,5.0,0.0,7.0,21.0,1.0,4.0,0.0,1.0,105.0,5.0,2.0,4.0,10.0,40.0,4.0,3.0,3.0,2.0,3.0,1.0,22.0,22.0,2.0,16.0,0.0,3.0,1.0,2.0,53.0,0.0,0.0,2.0,0.0,1.0,14.0,2.0,1.0,4.0,5.0
522,112.0,4.0,2.0,12.0,2.0,8.0,8.0,3.0,170.0,4.0,1.0,2.0,3.0,3.0,9.0,4.0,2.0,7.0,47.0,7.0,9.0,1.0,3.0,8.0,4.0,17.0,5.0,8.0,4.0,2.0,12.0,97.0,3.0,2.0,4.0,2.0,7.0,11.0,8.0,22.0,0.0,6.0,2.0,70.0,5.0,12.0,38.0,4.0,13.0,3.0,8.0,8.0,4.0,14.0,3.0,4.0,10.0,1.0,5.0,2.0,8.0,2.0
523,11099.0,582.0,556.0,192.0,265.0,2266.0,1995.0,309.0,20849.0,714.0,893.0,1519.0,251.0,115.0,1064.0,55.0,101.0,1145.0,49299.0,610.0,5853.0,329.0,54.0,1548.0,601.0,4501.0,87.0,228.0,2734.0,148.0,772.0,32206.0,954.0,1205.0,1370.0,76.0,3124.0,2123.0,186.0,1722.0,4701.0,1562.0,754.0,17928.0,534.0,557.0,5251.0,707.0,2311.0,387.0,427.0,102.0,146.0,373.0,2593.0,785.0,261.0,422.0,65.0,87.0,1025.0,7059.0
524,689.0,42.0,64.0,29.0,4.0,2.0,11.0,3.0,9.0,62.0,236.0,18.0,6.0,31.0,7.0,69.0,5.0,4.0,1121.0,14.0,21.0,1.0,47.0,0.0,137.0,326.0,18.0,7.0,82.0,4.0,457.0,605.0,34.0,725.0,11.0,5.0,114.0,470.0,3.0,36.0,377.0,13.0,86.0,2013.0,15.0,9.0,997.0,22.0,1126.0,17.0,36.0,12.0,8.0,181.0,9.0,155.0,21.0,17.0,5.0,3.0,30.0,7.0
525,711.0,649.0,110.0,757.0,68.0,49.0,182.0,1127.0,10474.0,190.0,38.0,1145.0,136.0,27.0,4986.0,23.0,27.0,45.0,757.0,641.0,453.0,1533.0,30.0,28.0,440.0,1205.0,169.0,236.0,741.0,28.0,61.0,2414.0,964.0,417.0,62.0,49.0,1514.0,2031.0,55.0,268.0,1260.0,506.0,369.0,3013.0,4270.0,328.0,4832.0,106.0,2293.0,112.0,223.0,29.0,34.0,160.0,56.0,952.0,232.0,85.0,1156.0,25.0,76.0,13.0
531,36.0,0.0,2.0,10.0,2.0,2.0,3.0,4.0,81.0,0.0,3.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,0.0,6.0,12.0,2.0,4.0,1.0,3.0,6.0,14.0,1.0,3.0,6.0,2.0,4.0,6.0,2.0,11.0,2.0,0.0,2.0,10.0,2.0,5.0,30.0,4.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0
532,35.0,0.0,0.0,2.0,4.0,4.0,3.0,1.0,89.0,5.0,7.0,2.0,1.0,1.0,7.0,1.0,1.0,0.0,34.0,6.0,6.0,2.0,3.0,1.0,7.0,13.0,1.0,5.0,1.0,2.0,5.0,105.0,1.0,1.0,6.0,1.0,4.0,7.0,6.0,23.0,4.0,2.0,2.0,14.0,3.0,2.0,16.0,5.0,4.0,8.0,1.0,3.0,0.0,2.0,1.0,3.0,5.0,1.0,0.0,0.0,3.0,0.0
535,183.0,1497.0,295.0,50.0,48.0,2689.0,1611.0,65.0,852.0,1416.0,3991.0,35.0,134.0,594.0,13481.0,2170.0,49.0,27.0,2949.0,99.0,765.0,26.0,36.0,28.0,1222.0,197.0,88.0,92.0,320.0,47.0,1638.0,1020.0,575.0,4163.0,104.0,72.0,21.0,1164.0,30.0,791.0,944.0,1801.0,495.0,27693.0,35.0,704.0,1066.0,51.0,1012.0,31.0,194.0,34.0,183.0,295.0,224.0,1031.0,155.0,60.0,50.0,27.0,1499.0,22.0
538,2580.0,873.0,63.0,526.0,13.0,338.0,294.0,34.0,5398.0,103.0,276.0,34.0,1409.0,87.0,112.0,124.0,17.0,141.0,1186.0,458.0,75.0,44.0,34.0,187.0,151.0,47.0,175.0,277.0,625.0,139.0,45.0,1509.0,1066.0,571.0,56.0,20158.0,3658.0,1752.0,46.0,219.0,676.0,365.0,513.0,6469.0,452.0,449.0,2849.0,226.0,1381.0,138.0,66.0,113.0,120.0,291.0,92.0,31.0,84.0,150.0,1502.0,24.0,39.0,16.0
539,3786.0,634.0,429.0,76.0,18.0,252.0,237.0,24.0,5358.0,191.0,1187.0,85.0,402.0,348.0,79.0,36.0,20.0,201.0,3572.0,119.0,356.0,19.0,50.0,1266.0,741.0,2260.0,474.0,76.0,130.0,236.0,3861.0,2170.0,3818.0,2634.0,104.0,18.0,590.0,4170.0,54.0,250.0,382.0,1091.0,639.0,447.0,153.0,147.0,1254.0,280.0,1042.0,155.0,305.0,28.0,31.0,6051.0,151.0,534.0,23.0,65.0,46.0,17.0,746.0,7.0
540,2791.0,917.0,362.0,991.0,161.0,217.0,308.0,1295.0,702.0,862.0,3132.0,738.0,337.0,4755.0,498.0,3264.0,75.0,183.0,253.0,2354.0,1008.0,2247.0,6017.0,35805.0,2252.0,18180.0,292.0,642.0,925.0,285.0,431.0,3722.0,228.0,460.0,139.0,194.0,2659.0,744.0,188.0,284.0,2408.0,1383.0,542.0,1324.0,341.0,2043.0,7457.0,2556.0,346.0,3270.0,1389.0,268.0,1209.0,900.0,320.0,1216.0,9568.0,291.0,586.0,42.0,4040.0,2603.0
541,29.0,6.0,0.0,5.0,4.0,7.0,13.0,4.0,81.0,0.0,6.0,1.0,2.0,10.0,5.0,4.0,8.0,1.0,14.0,5.0,11.0,1.0,7.0,6.0,27.0,10.0,1.0,18.0,6.0,5.0,19.0,78.0,8.0,7.0,9.0,1.0,3.0,4.0,14.0,7.0,4.0,0.0,5.0,13.0,1.0,8.0,11.0,11.0,1.0,7.0,10.0,1.0,1.0,9.0,7.0,18.0,14.0,1.0,1.0,9.0,0.0,1.0
543,25.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,43.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,3.0,0.0,1.0,7.0,4.0,19.0,1.0,7.0,0.0,3.0,9.0,6.0,2.0,1.0,0.0,0.0,1.0,6.0,5.0,4.0,1.0,0.0,4.0,12.0,0.0,0.0,7.0,10.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0
545,2193.0,1038.0,45.0,813.0,62.0,299.0,53.0,19.0,2309.0,698.0,83.0,80.0,12.0,20.0,3411.0,10.0,17.0,20.0,553.0,144.0,821.0,20.0,47.0,14.0,245.0,392.0,176.0,195.0,114.0,53.0,8172.0,70.0,97.0,141.0,32.0,9.0,88.0,306.0,11.0,730.0,478.0,253.0,51.0,249.0,42.0,145.0,1338.0,268.0,45.0,198.0,59.0,21.0,219.0,45.0,60.0,176.0,13.0,36.0,47.0,20.0,192.0,4.0
546,82.0,2.0,1.0,4.0,3.0,4.0,1.0,0.0,48.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,20.0,1.0,2.0,2.0,2.0,7.0,0.0,24.0,1.0,17.0,2.0,4.0,10.0,129.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,12.0,3.0,1.0,12.0,362.0,1.0,1.0,21.0,5.0,2.0,1.0,2.0,2.0,1.0,10.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0
557,76.0,1.0,5.0,4.0,0.0,4.0,1.0,1.0,94.0,1.0,2.0,3.0,1.0,4.0,7.0,2.0,0.0,8.0,5.0,3.0,3.0,2.0,5.0,19.0,1.0,105.0,2.0,8.0,2.0,11.0,7.0,101.0,3.0,5.0,61.0,2.0,4.0,5.0,6.0,18.0,5.0,7.0,4.0,40.0,6.0,7.0,29.0,16.0,2.0,3.0,2.0,4.0,2.0,7.0,1.0,7.0,4.0,3.0,4.0,3.0,5.0,5.0
559,79.0,1.0,2.0,9.0,11.0,2.0,4.0,1.0,124.0,6.0,3.0,2.0,0.0,5.0,3.0,0.0,8.0,0.0,11.0,1.0,2.0,0.0,4.0,1.0,3.0,22.0,67.0,2.0,3.0,1.0,14.0,75.0,4.0,472.0,6.0,3.0,82.0,9.0,7.0,20.0,1.0,2.0,0.0,22.0,1.0,9.0,12.0,1.0,5.0,0.0,0.0,7.0,2.0,6.0,1.0,7.0,9.0,1.0,10.0,4.0,6.0,0.0
564,109.0,80.0,12.0,23.0,1.0,7.0,19.0,11.0,159.0,48.0,67.0,6.0,3.0,35.0,15.0,5.0,8.0,10.0,9.0,11.0,12.0,20.0,124.0,7.0,128.0,35.0,171.0,4.0,9.0,15.0,9.0,75.0,265.0,3.0,5.0,9.0,216.0,135.0,6.0,50.0,64.0,40.0,57.0,38.0,14.0,75.0,58.0,72.0,29.0,20.0,22.0,12.0,14.0,2.0,4.0,32.0,4.0,2.0,16.0,5.0,13.0,3.0
567,933.0,467.0,67.0,66.0,96.0,19.0,69.0,10.0,4999.0,1602.0,41.0,43.0,3.0,9.0,10.0,3.0,14.0,101.0,447.0,3.0,43.0,5.0,20.0,7.0,18.0,2010.0,6.0,25.0,109.0,54.0,17.0,1723.0,119.0,12.0,17.0,4.0,9.0,98.0,34.0,118.0,163.0,32.0,192.0,310.0,51.0,113.0,892.0,278.0,7.0,103.0,128.0,12.0,214.0,25.0,28.0,4.0,9.0,6.0,5.0,7.0,56.0,6.0
57,12.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,119.0,0.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,16.0,2.0,2.0,2.0,0.0,0.0,9.0,0.0,8.0,2.0,0.0,0.0,11.0,4.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0
571,27.0,146.0,20.0,18.0,73.0,7.0,30.0,4.0,759.0,94.0,183.0,122.0,8.0,76.0,1028.0,143.0,7.0,3.0,169.0,4.0,221.0,10.0,18.0,151.0,417.0,133.0,4.0,6.0,36.0,5.0,1121.0,68.0,149.0,112.0,3.0,6.0,88.0,396.0,8.0,42.0,73.0,138.0,157.0,248.0,247.0,194.0,142.0,80.0,9.0,107.0,40.0,2.0,23.0,8.0,14.0,198.0,46.0,10.0,15.0,4.0,184.0,4.0
574,6.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,56.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,5.0,28.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,0.0,0.0,9.0,2.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0
576,50.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,50.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,13.0,3.0,0.0,2.0,0.0,1.0,19.0,1.0,0.0,5.0,0.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,6.0,1.0,2.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0
578,1506.0,248.0,225.0,8073.0,168.0,7577.0,525.0,307.0,12826.0,1633.0,2024.0,476.0,5067.0,618.0,91.0,49.0,67.0,300.0,1268.0,10195.0,4282.0,821.0,76.0,91.0,405.0,3808.0,1773.0,750.0,1675.0,94.0,139.0,2973.0,867.0,1071.0,283.0,67.0,6503.0,1582.0,48.0,4763.0,9613.0,1511.0,1108.0,1939.0,1295.0,4828.0,10295.0,1720.0,1968.0,1502.0,535.0,124.0,154.0,445.0,3079.0,387.0,353.0,279.0,687.0,51.0,3081.0,218.0
58,21.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,114.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,32.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,67.0,1.0,0.0,1.0,0.0,1.0,8.0,4.0,12.0,1.0,1.0,1.0,6.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0
581,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,11.0,0.0,1.0,0.0,2.0,1.0,49.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,0.0,1.0,14.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
586,129.0,26.0,9.0,16.0,5.0,9.0,8.0,2.0,249.0,5.0,16.0,13.0,5.0,8.0,22.0,14.0,8.0,16.0,28.0,11.0,6.0,4.0,12.0,10.0,6.0,84.0,9.0,7.0,5.0,5.0,29.0,153.0,7.0,8.0,8.0,10.0,18.0,31.0,5.0,23.0,23.0,24.0,9.0,121.0,5.0,8.0,52.0,7.0,5.0,9.0,12.0,10.0,2.0,3.0,2.0,12.0,8.0,3.0,18.0,3.0,21.0,3.0
588,55.0,8.0,7.0,4.0,2.0,1.0,0.0,0.0,155.0,4.0,0.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,4.0,0.0,15.0,2.0,0.0,28.0,1527.0,6.0,22.0,0.0,5.0,175.0,13.0,27.0,1.0,0.0,8.0,16.0,1.0,16.0,45.0,11.0,2.0,125.0,13.0,1.0,114.0,10.0,30.0,4.0,1.0,1.0,1.0,15.0,5.0,3.0,8.0,4.0,3.0,1.0,6.0,0.0
589,86.0,5.0,1.0,8.0,2.0,0.0,5.0,0.0,123.0,3.0,6.0,4.0,1.0,3.0,14.0,2.0,1.0,5.0,18.0,7.0,3.0,0.0,2.0,6.0,10.0,18.0,4.0,4.0,0.0,6.0,5.0,121.0,0.0,3.0,19.0,4.0,4.0,14.0,2.0,13.0,4.0,6.0,12.0,24.0,5.0,2.0,7.0,3.0,10.0,0.0,1.0,2.0,5.0,7.0,0.0,4.0,40.0,4.0,5.0,0.0,3.0,0.0
59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,118.0,5.0,0.0,5.0,2.0,3.0,6.0,2.0,167.0,4.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,33.0,0.0,2.0,1.0,4.0,3.0,1.0,40.0,2.0,2.0,2.0,2.0,6.0,40.0,2.0,1.0,1.0,3.0,2.0,11.0,1.0,25.0,3.0,9.0,3.0,46.0,2.0,2.0,19.0,4.0,2.0,3.0,0.0,6.0,1.0,20.0,1.0,4.0,12.0,1.0,5.0,1.0,5.0,0.0
596,15.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,2.0,0.0,1.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,22.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0
598,732.0,218.0,49.0,108.0,169.0,13.0,86.0,17.0,5748.0,3215.0,68.0,72.0,37.0,53.0,32.0,102.0,29.0,86.0,360.0,107.0,21.0,12.0,56.0,2040.0,229.0,3289.0,32.0,85.0,392.0,10.0,8977.0,2527.0,28.0,89.0,34.0,15.0,1740.0,653.0,52.0,335.0,1127.0,249.0,303.0,978.0,220.0,94.0,912.0,93.0,1047.0,50.0,35.0,33.0,222.0,39.0,50.0,88.0,59.0,36.0,69.0,20.0,174.0,6.0
599,5695.0,1885.0,541.0,90.0,506.0,288.0,354.0,326.0,10054.0,3397.0,356.0,192.0,115.0,494.0,88.0,227.0,66.0,170.0,7511.0,277.0,97.0,313.0,38.0,55.0,607.0,9192.0,124.0,66.0,494.0,221.0,119.0,1375.0,1378.0,4844.0,125.0,23.0,1767.0,2016.0,58.0,880.0,1276.0,1504.0,1211.0,4640.0,766.0,785.0,1384.0,97.0,2344.0,97.0,1064.0,67.0,469.0,93.0,185.0,570.0,20283.0,80.0,1783.0,51.0,1958.0,720.0
599_ref1,7.0,1.0,2.0,7.0,0.0,2.0,0.0,1.0,20.0,2.0,13.0,3.0,915.0,1.0,489.0,118.0,1.0,2.0,1.0,8.0,5.0,2.0,10.0,0.0,11.0,2.0,0.0,0.0,1.0,1.0,5.0,144.0,0.0,0.0,1.0,5.0,0.0,7.0,2.0,11.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,12.0,9.0,24.0,2.0,2.0,5.0,1.0,0.0,6.0,10.0,252.0
599_ref2,19.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,50.0,9.0,0.0,1.0,3.0,308.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,206.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,4.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,30.0
6,51.0,4.0,4.0,3.0,2.0,0.0,2.0,0.0,16.0,3.0,5.0,1.0,1.0,0.0,4.0,7.0,1.0,2.0,4.0,2.0,3.0,0.0,3.0,1.0,0.0,7.0,12.0,1.0,1.0,2.0,0.0,9.0,18.0,0.0,0.0,4.0,6.0,10.0,0.0,15.0,2.0,9.0,0.0,11.0,5.0,2.0,14.0,0.0,5.0,1.0,1.0,7.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0
60,443.0,206.0,25.0,133.0,5.0,57.0,86.0,35.0,6752.0,4.0,3.0,45.0,26.0,23.0,22.0,4.0,7.0,86.0,138.0,83.0,30.0,18.0,5.0,11.0,80.0,13.0,11.0,92.0,3287.0,31.0,454.0,1836.0,278.0,35.0,24.0,0.0,449.0,499.0,26.0,135.0,2399.0,101.0,1079.0,1179.0,374.0,23.0,4914.0,90.0,28.0,35.0,440.0,3.0,2.0,35.0,22.0,65.0,156.0,46.0,12.0,22.0,173.0,1.0
607,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,9.0,1.0,167.0,0.0,0.0,0.0,1.0,2.0,545.0,2.0,0.0,1.0,1.0,5.0,0.0,27.0,2.0,0.0,2.0,2.0,9.0,1.0,0.0,1.0,0.0,8.0,4.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
61,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
611,59.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,42.0,1.0,3.0,2.0,2.0,0.0,7.0,1.0,1.0,9.0,3.0,1.0,1.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,79.0,0.0,0.0,7.0,4.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,11.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0
616,1493.0,311.0,54.0,232.0,19.0,474.0,122.0,20.0,1855.0,3.0,27.0,49.0,4.0,27.0,27.0,6.0,39.0,75.0,8553.0,319.0,262.0,21.0,18.0,8.0,528.0,1096.0,26.0,18.0,272.0,31.0,3383.0,1339.0,309.0,615.0,134.0,4.0,188.0,708.0,20.0,196.0,241.0,215.0,177.0,767.0,51.0,42.0,747.0,36.0,178.0,24.0,43.0,5.0,2.0,150.0,38.0,335.0,19.0,12.0,310.0,5.0,203.0,5.0
619,131.0,6.0,3.0,8.0,1.0,2.0,0.0,2.0,144.0,5.0,10.0,3.0,2.0,0.0,40.0,6.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,0.0,29.0,1.0,6.0,0.0,3.0,19.0,59.0,1.0,1.0,0.0,5.0,3.0,17.0,4.0,14.0,8.0,5.0,3.0,14.0,3.0,0.0,12.0,7.0,4.0,1.0,2.0,2.0,3.0,6.0,0.0,3.0,5.0,2.0,12.0,2.0,9.0,1.0
622,139.0,11.0,8.0,5.0,4.0,5.0,6.0,3.0,211.0,4.0,3.0,3.0,2.0,9.0,3.0,6.0,3.0,3.0,15.0,6.0,1.0,2.0,9.0,8.0,4.0,89.0,3.0,3.0,3.0,1.0,61.0,38.0,9.0,4.0,3.0,5.0,5.0,24.0,3.0,31.0,8.0,12.0,5.0,56.0,8.0,6.0,23.0,9.0,6.0,5.0,5.0,6.0,2.0,3.0,3.0,7.0,15.0,2.0,4.0,4.0,23.0,1.0
627,104.0,415.0,5.0,5.0,4.0,4.0,41.0,3.0,589.0,3.0,10.0,127.0,2.0,9.0,2.0,4.0,3.0,5.0,66.0,70.0,21.0,3.0,7.0,6.0,28.0,114.0,224.0,1.0,1.0,7.0,9.0,99.0,46.0,231.0,10.0,6.0,5.0,109.0,4.0,20.0,2.0,61.0,61.0,270.0,5.0,2.0,17.0,136.0,1.0,29.0,1.0,1.0,1.0,7.0,33.0,31.0,4.0,15.0,9.0,2.0,17.0,6.0
631,7256.0,576.0,77.0,211.0,29.0,23.0,286.0,5.0,3417.0,35.0,38.0,20.0,4.0,53.0,32.0,9.0,6.0,228.0,7503.0,44.0,26.0,26.0,7.0,8.0,23.0,4767.0,8.0,103.0,224.0,64.0,19.0,2294.0,287.0,375.0,124.0,26.0,175.0,986.0,22.0,219.0,92.0,146.0,262.0,1930.0,64.0,33.0,784.0,31.0,284.0,32.0,235.0,9.0,8.0,29.0,74.0,47.0,1008.0,7.0,10.0,8.0,176.0,8.0
632,802.0,44.0,15.0,69.0,18.0,35.0,49.0,13.0,1472.0,13.0,46.0,64.0,12.0,46.0,71.0,20.0,24.0,31.0,312.0,46.0,32.0,10.0,24.0,88.0,43.0,306.0,16.0,68.0,12.0,31.0,71.0,834.0,27.0,28.0,42.0,41.0,15.0,151.0,52.0,235.0,56.0,82.0,37.0,376.0,11.0,79.0,484.0,58.0,34.0,44.0,32.0,26.0,37.0,81.0,23.0,44.0,90.0,7.0,62.0,15.0,84.0,17.0
636,60.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,131.0,1.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,15.0,14.0,2.0,4.0,3.0,2.0,5.0,5.0,19.0,1.0,1.0,3.0,7.0,4.0,218.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,12.0,4.0,6.0,5.0,8.0,1.0,4.0,14.0,5.0,1.0,3.0,4.0,0.0,3.0,6.0,1.0,2.0,6.0,0.0,4.0,1.0,5.0,0.0
