strain_id,A_noMTX_noDrug.ERV25_RBD2,A_noMTX_noDrug.SRO9_SGN1,A_noMTX_noDrug.MID2_PIN2,A_noMTX_noDrug.MID2_TPO2,A_noMTX_noDrug.PLM2_HNM1,A_noMTX_noDrug.ERV25_UIP4,A_noMTX_noDrug.ERG27_ACF2,A_noMTX_noDrug.HNM1_RBD2,A_noMTX_noDrug.HNM1_TPO1,A_noMTX_noDrug.PMC1_GTR2,A_noMTX_noDrug.HNM1_TPO4,A_noMTX_noDrug.ADE17_HYR1,A_noMTX_noDrug.DHH1_LSM3,A_noMTX_noDrug.MID2_RSN1,A_noMTX_noDrug.TPO1_TCB2,A_noMTX_noDrug.HNM1_MAM33,A_noMTX_noDrug.RET2_SNA3,A_noMTX_noDrug.MID2_MAM33,A_noMTX_noDrug.ERG11_HYR1,A_noMTX_noDrug.HUG1_ALO1,A_noMTX_noDrug.ERG11_ERG5,A_noMTX_noDrug.HUG1_ADE17,A_noMTX_noDrug.ERG11_ACF2,A_noMTX_noDrug.RET2_EMP70,A_noMTX_noDrug.ERG11_MID2,A_noMTX_noDrug.TPO1_MID2,A_noMTX_noDrug.ERG11_PIS1,A_noMTX_noDrug.FMP45_HNM1,A_noMTX_noDrug.SNA4_VAC8,A_noMTX_noDrug.ERV25_PIS1,A_noMTX_noDrug.SNA4_GTR2,A_noMTX_noDrug.ADE17_GIS2,A_noMTX_noDrug.GTR1_SLM4,A_noMTX_noDrug.noPPI_reference,A_noMTX_noDrug.MID2_TPO4,A_noMTX_noDrug.MID2_WSC2,A_noMTX_noDrug.SSH1_ERG11,A_noMTX_noDrug.SSH1_ERV25,A_noMTX_noDrug.RET2_EMP47,A_noMTX_noDrug.TPO1_TPO2,A_noMTX_noDrug.SRO9_DHH1,A_noMTX_noDrug.ERV25_ERG5,A_noMTX_noDrug.ERG11_TPO4,A_noMTX_noDrug.PMC1_CTR2,A_noMTX_noDrug.HNM1_MID2,A_noMTX_noDrug.ALO1_HYR1,A_noMTX_noDrug.ALO1_UIP4,A_noMTX_noDrug.PLM2_SNA3,A_noMTX_noDrug.FMP45_MEP1,A_noMTX_noDrug.ERG11_ORM2,A_noMTX_noDrug.ERV25_EMP47,A_noMTX_noDrug.SSH1_PIS1,A_noMTX_noDrug.ALO1_ADE17,A_noMTX_noDrug.HNM1_ERG11,A_noMTX_noDrug.ADE17_PGM2,A_noMTX_noDrug.HNM1_TPO2,A_noMTX_noDrug.ERV25_ORM2,A_noMTX_noDrug.FMP45_MID2,A_noMTX_noDrug.HUG1_PGM2,A_noMTX_noDrug.SRO9_GIS2,A_noMTX_noDrug.SSH1_ORM2,A_noMTX_noDrug.ERG11_ERV25
545,6.0,265.0,269.0,43.0,138.0,85.0,11.0,4.0,24.0,142.0,53.0,7.0,70.0,18.0,112.0,217.0,4.0,8.0,67.0,31.0,196.0,42.0,115.0,22.0,60.0,272.0,46.0,38.0,4.0,273.0,201.0,62.0,7.0,6.0,87.0,1.0,16.0,11.0,27.0,204.0,97.0,228.0,264.0,22.0,20.0,46.0,165.0,4.0,90.0,81.0,525.0,15.0,467.0,38.0,10.0,102.0,88.0,338.0,57.0,216.0,48.0,278.0
546,365.0,600.0,753.0,99.0,297.0,53.0,595.0,64.0,521.0,37.0,246.0,101.0,1764.0,131.0,133.0,365.0,6.0,211.0,450.0,222.0,348.0,63.0,232.0,15.0,310.0,152.0,49.0,23.0,19.0,31.0,1022.0,3166.0,16.0,32.0,77.0,108.0,33.0,511.0,24.0,461.0,173.0,480.0,665.0,73.0,3.0,8.0,160.0,1154.0,521.0,612.0,713.0,184.0,417.0,27.0,28.0,528.0,19.0,100.0,166.0,473.0,693.0,142.0
557,14.0,23.0,270.0,38.0,135.0,8.0,334.0,3.0,9.0,14.0,4.0,165.0,153.0,30.0,5.0,35.0,1.0,12.0,83.0,247.0,96.0,140.0,98.0,5.0,81.0,2.0,17.0,16.0,4.0,24.0,87.0,168.0,14.0,15.0,2.0,2.0,9.0,18.0,2.0,6.0,44.0,434.0,144.0,38.0,8.0,11.0,72.0,6.0,60.0,19.0,33.0,57.0,7.0,18.0,90.0,6.0,199.0,64.0,113.0,10.0,381.0,63.0
559,8.0,17.0,168.0,9.0,5.0,2.0,13.0,3.0,44.0,6.0,6.0,13.0,69.0,22.0,3.0,3.0,1.0,3.0,14.0,4.0,29.0,1.0,17.0,16.0,14.0,35.0,4.0,10.0,4.0,4.0,22.0,14.0,3.0,421.0,5.0,1.0,123.0,2.0,2.0,5.0,3.0,18.0,2.0,4.0,0.0,4.0,21.0,1.0,25.0,8.0,37.0,30.0,4.0,15.0,6.0,9.0,17.0,12.0,30.0,4.0,2434.0,27.0
564,109.0,38.0,107.0,6.0,8.0,6.0,15.0,5.0,37.0,22.0,13.0,7.0,34.0,13.0,13.0,7.0,4.0,36.0,24.0,78.0,40.0,17.0,12.0,3.0,38.0,31.0,12.0,5.0,5.0,12.0,142.0,15.0,8.0,15.0,9.0,5.0,13.0,126.0,11.0,44.0,49.0,30.0,19.0,12.0,2.0,4.0,14.0,40.0,39.0,100.0,100.0,13.0,28.0,11.0,7.0,33.0,96.0,45.0,31.0,36.0,24.0,9.0
567,11.0,86.0,175.0,37.0,199.0,43.0,244.0,17.0,9.0,481.0,59.0,15.0,116.0,15.0,637.0,23.0,22.0,144.0,253.0,32.0,411.0,25.0,277.0,14.0,151.0,397.0,56.0,199.0,6.0,15.0,93.0,37.0,17.0,38.0,60.0,9.0,30.0,88.0,86.0,740.0,228.0,269.0,360.0,152.0,21.0,46.0,82.0,16.0,450.0,557.0,288.0,273.0,72.0,62.0,16.0,53.0,492.0,1428.0,52.0,91.0,80.0,59.0
57,3.0,6.0,292.0,62.0,1.0,2.0,27.0,45.0,64.0,67.0,27.0,8.0,3.0,97.0,2.0,1.0,2.0,299.0,9.0,50.0,34.0,2.0,38.0,0.0,6.0,2.0,10.0,6.0,2.0,5.0,60.0,70.0,0.0,8.0,96.0,188.0,7.0,160.0,0.0,0.0,72.0,38.0,14.0,49.0,5.0,2.0,18.0,0.0,5.0,7.0,124.0,1.0,12.0,25.0,6.0,14.0,27.0,59.0,44.0,83.0,9.0,2.0
571,7.0,13.0,132.0,27.0,192.0,12.0,1388.0,2.0,267.0,56.0,191.0,408.0,33.0,30.0,32.0,101.0,9.0,50.0,29.0,509.0,42.0,104.0,60.0,6.0,85.0,257.0,12.0,2.0,4.0,5.0,267.0,71.0,3.0,20.0,27.0,43.0,10.0,254.0,5.0,132.0,23.0,15.0,10.0,21.0,5.0,4.0,16.0,3.0,173.0,14.0,10.0,18.0,227.0,78.0,209.0,216.0,346.0,55.0,215.0,58.0,31.0,7.0
574,484.0,113.0,188.0,32.0,0.0,45.0,7.0,2.0,106.0,85.0,7.0,5.0,333.0,3.0,17.0,6.0,6.0,32.0,21.0,130.0,84.0,59.0,41.0,1.0,13.0,22.0,2.0,15.0,2.0,10.0,74.0,14.0,2.0,10.0,9.0,1.0,17.0,37.0,5.0,66.0,11.0,79.0,4.0,33.0,6.0,21.0,127.0,3.0,12.0,6.0,130.0,1.0,23.0,9.0,2.0,9.0,12.0,12.0,65.0,32.0,40.0,6.0
576,2.0,51.0,222.0,12.0,1.0,13.0,66.0,2.0,1.0,54.0,1.0,21.0,94.0,27.0,36.0,13.0,1.0,29.0,3.0,61.0,23.0,55.0,12.0,2.0,8.0,44.0,5.0,4.0,1.0,5.0,177.0,5.0,2.0,4.0,24.0,0.0,5.0,51.0,2.0,76.0,57.0,85.0,10.0,30.0,1.0,7.0,91.0,2.0,51.0,16.0,273.0,1.0,17.0,5.0,2.0,47.0,7.0,119.0,87.0,58.0,14.0,9.0
578,12.0,786.0,675.0,105.0,400.0,511.0,313.0,581.0,1071.0,310.0,665.0,424.0,648.0,191.0,45.0,992.0,12.0,202.0,821.0,214.0,1358.0,49.0,1615.0,19.0,379.0,80.0,131.0,54.0,53.0,158.0,752.0,2424.0,22.0,40.0,131.0,23.0,46.0,506.0,26.0,117.0,93.0,1922.0,1030.0,145.0,69.0,226.0,293.0,568.0,503.0,540.0,2706.0,175.0,99.0,181.0,110.0,1700.0,230.0,880.0,300.0,255.0,1325.0,90.0
581,494.0,10.0,478.0,48.0,93.0,36.0,126.0,8.0,11.0,362.0,11.0,3.0,13.0,127.0,4.0,31.0,2.0,168.0,176.0,332.0,51.0,49.0,70.0,13.0,42.0,7.0,27.0,101.0,1.0,155.0,484.0,18.0,285.0,24.0,136.0,8.0,39.0,572.0,158.0,5.0,5.0,64.0,35.0,306.0,36.0,21.0,108.0,2.0,122.0,116.0,194.0,418.0,77.0,110.0,4.0,6.0,643.0,472.0,139.0,180.0,491.0,37.0
586,435.0,235.0,699.0,118.0,80.0,58.0,456.0,14.0,355.0,156.0,147.0,40.0,217.0,135.0,57.0,174.0,9.0,225.0,215.0,776.0,176.0,352.0,227.0,1.0,93.0,45.0,25.0,49.0,13.0,478.0,151.0,8.0,17.0,28.0,95.0,303.0,50.0,125.0,44.0,97.0,101.0,146.0,112.0,63.0,53.0,29.0,55.0,1320.0,57.0,24.0,212.0,309.0,146.0,93.0,61.0,282.0,794.0,181.0,413.0,86.0,336.0,68.0
588,12.0,46.0,94.0,5.0,11.0,4.0,11.0,5.0,3.0,22.0,9.0,7.0,20.0,7.0,1.0,2.0,3.0,50.0,41.0,9.0,125.0,7.0,37.0,2.0,11.0,10.0,8.0,6.0,4.0,3.0,63.0,15.0,16.0,14.0,7.0,9.0,11.0,10.0,7.0,2.0,10.0,31.0,78.0,15.0,10.0,1.0,3.0,10.0,10.0,3.0,32.0,19.0,6.0,43.0,8.0,33.0,104.0,108.0,12.0,2.0,82.0,2.0
589,52.0,110.0,500.0,218.0,323.0,226.0,1119.0,115.0,503.0,171.0,400.0,51.0,278.0,183.0,234.0,163.0,1855.0,436.0,625.0,1565.0,309.0,417.0,266.0,2715.0,422.0,390.0,168.0,71.0,30.0,169.0,560.0,4265.0,765.0,44.0,203.0,11.0,134.0,622.0,5271.0,545.0,121.0,223.0,190.0,79.0,76.0,121.0,225.0,445.0,485.0,555.0,578.0,407.0,33.0,279.0,162.0,486.0,531.0,294.0,862.0,155.0,800.0,1241.0
590,10.0,371.0,453.0,72.0,25.0,47.0,122.0,7.0,154.0,48.0,8.0,8.0,308.0,71.0,8.0,27.0,44.0,166.0,42.0,152.0,88.0,128.0,62.0,151.0,52.0,15.0,40.0,2.0,4.0,9.0,270.0,9.0,12.0,22.0,14.0,7.0,14.0,57.0,88.0,8.0,28.0,22.0,48.0,51.0,9.0,4.0,78.0,159.0,26.0,211.0,184.0,347.0,17.0,31.0,8.0,7.0,70.0,143.0,127.0,130.0,30.0,43.0
596,4.0,57.0,557.0,50.0,6.0,105.0,14.0,92.0,8.0,329.0,13.0,15.0,66.0,24.0,11.0,245.0,3.0,16.0,159.0,34.0,471.0,12.0,99.0,27.0,277.0,15.0,23.0,43.0,15.0,18.0,48.0,21.0,18.0,93.0,10.0,18.0,125.0,17.0,28.0,2.0,979.0,71.0,75.0,14.0,14.0,15.0,709.0,9.0,1327.0,127.0,269.0,25.0,20.0,128.0,26.0,607.0,30.0,13.0,48.0,20.0,944.0,42.0
598,8.0,166.0,166.0,12.0,586.0,14.0,8.0,27.0,257.0,35.0,211.0,170.0,337.0,35.0,136.0,347.0,4.0,110.0,280.0,240.0,532.0,13.0,164.0,6.0,197.0,111.0,66.0,63.0,222.0,110.0,202.0,4899.0,16.0,29.0,26.0,212.0,22.0,99.0,23.0,326.0,9.0,383.0,457.0,40.0,12.0,6.0,31.0,2.0,200.0,252.0,635.0,886.0,4.0,67.0,282.0,326.0,477.0,375.0,77.0,23.0,109.0,6.0
599,22.0,417.0,1518.0,259.0,500.0,162.0,897.0,182.0,392.0,225.0,107.0,826.0,875.0,190.0,528.0,378.0,11.0,486.0,168.0,1003.0,663.0,417.0,558.0,24.0,414.0,640.0,100.0,80.0,46.0,53.0,662.0,53.0,500.0,38.0,161.0,109.0,61.0,778.0,19.0,791.0,105.0,331.0,361.0,100.0,33.0,9.0,130.0,62.0,405.0,255.0,424.0,206.0,51.0,60.0,228.0,491.0,227.0,614.0,720.0,282.0,968.0,303.0
599_ref1,2952.0,108.0,330.0,79.0,96.0,65.0,25.0,1012.0,190.0,42.0,91.0,2882.0,61.0,45.0,26.0,130.0,47.0,65.0,5507.0,170.0,1177.0,12.0,16.0,20.0,347.0,44.0,223.0,47.0,60.0,9.0,120.0,2176.0,20.0,14.0,66.0,295.0,2.0,119.0,166.0,74.0,31.0,38.0,21.0,75.0,15.0,5.0,37.0,201.0,113.0,5.0,330.0,16.0,62.0,16.0,1714.0,148.0,59.0,221.0,23.0,223.0,2.0,5.0
599_ref2,1761.0,43.0,285.0,34.0,125.0,88.0,21.0,674.0,114.0,23.0,59.0,1653.0,33.0,18.0,24.0,97.0,26.0,60.0,7911.0,50.0,700.0,14.0,5.0,23.0,319.0,40.0,228.0,52.0,74.0,9.0,108.0,710.0,22.0,8.0,33.0,246.0,1.0,26.0,68.0,61.0,21.0,61.0,8.0,26.0,36.0,2.0,30.0,382.0,63.0,8.0,238.0,39.0,58.0,33.0,987.0,122.0,41.0,321.0,20.0,144.0,3.0,1.0
6,4.0,36.0,166.0,19.0,8.0,2.0,43.0,8.0,8.0,15.0,12.0,71.0,16.0,16.0,7.0,7.0,2.0,7.0,6.0,11.0,22.0,6.0,80.0,3.0,63.0,25.0,18.0,5.0,1.0,7.0,27.0,90.0,5.0,35.0,35.0,107.0,15.0,127.0,145.0,5.0,18.0,14.0,224.0,54.0,1.0,1.0,21.0,4.0,83.0,2.0,69.0,997.0,161.0,2.0,5.0,7.0,31.0,2.0,26.0,185.0,364.0,10.0
60,527.0,157.0,346.0,47.0,1283.0,50.0,1039.0,8.0,897.0,436.0,747.0,11.0,8.0,85.0,5.0,415.0,3.0,98.0,822.0,406.0,534.0,24.0,505.0,6.0,608.0,12.0,47.0,107.0,11.0,701.0,493.0,166.0,31.0,20.0,32.0,5.0,19.0,416.0,10.0,11.0,64.0,1852.0,548.0,242.0,97.0,85.0,133.0,8.0,183.0,37.0,1967.0,23.0,113.0,168.0,282.0,1336.0,144.0,513.0,182.0,84.0,265.0,216.0
607,2.0,11.0,18.0,4.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,1.0,10.0,8.0,7.0,1.0,354.0,1.0,8.0,5.0,2.0,2.0,2.0,565.0,1.0,8.0,3.0,2.0,0.0,4.0,10.0,6.0,4.0,0.0,6.0,1.0,1.0,30.0,875.0,7.0,2.0,1.0,32.0,0.0,0.0,2.0,5.0,0.0,5.0,8.0,23.0,3.0,1.0,0.0,5.0,1.0,4.0,6.0,6.0,2.0,85.0,5.0
61,5.0,3.0,4.0,2.0,0.0,3.0,7.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,0.0,1.0,2.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0
611,3.0,186.0,406.0,44.0,151.0,8.0,53.0,3.0,48.0,137.0,108.0,105.0,56.0,80.0,158.0,94.0,2.0,114.0,186.0,318.0,352.0,150.0,101.0,7.0,110.0,207.0,53.0,32.0,65.0,4.0,110.0,129.0,7.0,18.0,21.0,1.0,6.0,93.0,11.0,318.0,110.0,411.0,52.0,43.0,21.0,3.0,9.0,3.0,169.0,51.0,16.0,4.0,71.0,35.0,151.0,96.0,69.0,268.0,301.0,35.0,161.0,56.0
616,11.0,215.0,236.0,68.0,132.0,40.0,441.0,10.0,118.0,14.0,81.0,6.0,367.0,61.0,62.0,116.0,1290.0,70.0,719.0,324.0,448.0,79.0,725.0,3100.0,261.0,52.0,65.0,76.0,46.0,17.0,703.0,32.0,16.0,35.0,62.0,3.0,32.0,180.0,6131.0,67.0,85.0,150.0,290.0,32.0,30.0,40.0,283.0,159.0,202.0,528.0,895.0,182.0,98.0,65.0,6.0,148.0,435.0,161.0,338.0,184.0,1040.0,59.0
619,4.0,11.0,77.0,1.0,10.0,1.0,12.0,5.0,2.0,10.0,4.0,8.0,24.0,1.0,1.0,4.0,1.0,8.0,14.0,10.0,31.0,2.0,16.0,2.0,7.0,0.0,7.0,3.0,4.0,3.0,30.0,13.0,6.0,2.0,2.0,6.0,1.0,5.0,5.0,1.0,6.0,7.0,7.0,12.0,3.0,3.0,2.0,6.0,3.0,9.0,21.0,17.0,5.0,2.0,5.0,1.0,11.0,22.0,9.0,6.0,16.0,6.0
622,16.0,404.0,1133.0,182.0,237.0,56.0,150.0,33.0,207.0,69.0,77.0,76.0,655.0,197.0,53.0,256.0,4.0,675.0,215.0,281.0,300.0,344.0,140.0,13.0,131.0,63.0,37.0,70.0,13.0,792.0,583.0,572.0,15.0,34.0,70.0,70.0,57.0,361.0,75.0,40.0,57.0,190.0,56.0,60.0,35.0,7.0,86.0,7.0,58.0,166.0,441.0,401.0,463.0,149.0,12.0,153.0,611.0,240.0,287.0,14.0,443.0,96.0
627,4.0,76.0,168.0,6.0,54.0,2.0,73.0,9.0,1.0,55.0,6.0,8.0,69.0,23.0,5.0,4.0,3.0,33.0,56.0,54.0,105.0,14.0,89.0,6.0,74.0,3.0,32.0,24.0,3.0,4.0,163.0,5.0,16.0,24.0,24.0,21.0,11.0,27.0,4.0,2.0,8.0,4.0,85.0,21.0,5.0,20.0,28.0,205.0,22.0,77.0,62.0,11.0,172.0,10.0,11.0,7.0,91.0,238.0,47.0,37.0,174.0,87.0
631,24.0,4577.0,1692.0,399.0,452.0,119.0,967.0,23.0,686.0,242.0,537.0,20.0,2720.0,367.0,77.0,1110.0,18.0,1047.0,2675.0,187.0,1213.0,70.0,1821.0,60.0,928.0,174.0,291.0,223.0,17.0,547.0,871.0,89.0,163.0,53.0,237.0,30.0,189.0,1038.0,191.0,148.0,627.0,265.0,631.0,92.0,107.0,152.0,692.0,664.0,883.0,953.0,859.0,1863.0,294.0,199.0,406.0,1180.0,530.0,724.0,153.0,766.0,1867.0,2145.0
632,29.0,892.0,382.0,21.0,49.0,19.0,314.0,30.0,33.0,61.0,59.0,24.0,262.0,52.0,101.0,50.0,15.0,39.0,164.0,311.0,422.0,154.0,83.0,43.0,80.0,82.0,30.0,21.0,15.0,37.0,509.0,27.0,25.0,48.0,28.0,13.0,21.0,34.0,25.0,96.0,92.0,105.0,98.0,24.0,14.0,15.0,186.0,13.0,80.0,435.0,597.0,526.0,50.0,10.0,20.0,42.0,100.0,120.0,472.0,25.0,281.0,115.0
636,850.0,122.0,624.0,20.0,458.0,21.0,14.0,5.0,20.0,91.0,40.0,22.0,2244.0,68.0,88.0,516.0,5.0,161.0,461.0,16.0,674.0,12.0,270.0,8.0,420.0,99.0,81.0,23.0,12.0,13.0,367.0,18.0,13.0,15.0,8.0,14.0,9.0,428.0,17.0,197.0,84.0,84.0,772.0,81.0,8.0,7.0,61.0,4.0,347.0,136.0,198.0,230.0,16.0,17.0,274.0,43.0,34.0,94.0,27.0,255.0,169.0,17.0
638,8.0,85.0,88.0,4.0,81.0,24.0,20.0,3.0,1.0,21.0,3.0,2.0,27.0,8.0,12.0,2.0,0.0,64.0,5.0,117.0,20.0,92.0,17.0,2.0,3.0,8.0,6.0,11.0,1.0,2.0,29.0,5.0,21.0,6.0,5.0,4.0,2.0,16.0,2.0,15.0,37.0,8.0,116.0,16.0,5.0,13.0,53.0,0.0,11.0,12.0,93.0,5.0,160.0,30.0,9.0,1.0,27.0,256.0,58.0,48.0,8.0,5.0
639,17.0,89.0,196.0,17.0,5.0,8.0,52.0,13.0,13.0,34.0,6.0,39.0,147.0,34.0,0.0,20.0,2.0,3.0,31.0,44.0,45.0,26.0,26.0,4.0,20.0,7.0,37.0,1.0,4.0,6.0,34.0,59.0,3.0,12.0,32.0,101.0,6.0,23.0,3.0,6.0,18.0,49.0,10.0,14.0,1.0,25.0,29.0,2.0,19.0,527.0,23.0,12.0,79.0,9.0,5.0,7.0,10.0,34.0,48.0,51.0,20.0,7.0
64,511.0,451.0,133.0,17.0,1.0,296.0,24.0,8.0,56.0,35.0,34.0,3.0,64.0,20.0,193.0,47.0,5.0,30.0,173.0,11.0,160.0,25.0,49.0,10.0,13.0,109.0,22.0,46.0,3.0,57.0,114.0,33.0,2.0,19.0,5.0,4.0,11.0,6.0,2.0,286.0,216.0,338.0,38.0,34.0,9.0,374.0,215.0,15.0,58.0,58.0,2341.0,5.0,637.0,22.0,26.0,13.0,64.0,48.0,88.0,230.0,40.0,365.0
640,8.0,215.0,463.0,44.0,397.0,18.0,697.0,8.0,220.0,54.0,60.0,10.0,573.0,75.0,39.0,131.0,2.0,166.0,117.0,31.0,33.0,43.0,56.0,11.0,206.0,144.0,10.0,11.0,39.0,5.0,602.0,61.0,12.0,8.0,34.0,108.0,33.0,204.0,3.0,127.0,28.0,86.0,118.0,20.0,2.0,3.0,18.0,3.0,177.0,43.0,378.0,528.0,28.0,23.0,108.0,88.0,143.0,194.0,68.0,30.0,218.0,7.0
642,1647.0,149.0,190.0,27.0,59.0,87.0,3135.0,7.0,138.0,42.0,375.0,14.0,791.0,57.0,45.0,240.0,11.0,39.0,109.0,227.0,190.0,101.0,77.0,17.0,294.0,167.0,35.0,6.0,17.0,13.0,728.0,15.0,15.0,31.0,67.0,6.0,75.0,371.0,22.0,229.0,74.0,348.0,18.0,47.0,7.0,16.0,214.0,5.0,201.0,123.0,1484.0,629.0,71.0,81.0,94.0,578.0,138.0,184.0,299.0,34.0,365.0,132.0
648,5.0,237.0,518.0,45.0,53.0,2.0,6.0,100.0,45.0,8.0,32.0,1002.0,276.0,43.0,27.0,65.0,1.0,328.0,97.0,8.0,63.0,7.0,26.0,4.0,274.0,19.0,33.0,8.0,8.0,10.0,404.0,822.0,16.0,27.0,20.0,141.0,25.0,105.0,4.0,19.0,3.0,13.0,9.0,18.0,5.0,4.0,38.0,110.0,151.0,26.0,28.0,405.0,8.0,42.0,101.0,5.0,51.0,125.0,20.0,20.0,246.0,13.0
649,42.0,241.0,1155.0,124.0,1023.0,37.0,1281.0,34.0,102.0,440.0,251.0,28.0,1700.0,294.0,652.0,348.0,12.0,270.0,276.0,349.0,628.0,275.0,358.0,24.0,326.0,847.0,61.0,111.0,28.0,10.0,1311.0,77.0,67.0,35.0,180.0,275.0,26.0,122.0,26.0,791.0,67.0,370.0,274.0,153.0,51.0,45.0,165.0,10.0,416.0,153.0,81.0,197.0,61.0,124.0,19.0,126.0,137.0,1978.0,726.0,166.0,400.0,118.0
65,11.0,28.0,24.0,2.0,3.0,1.0,5.0,0.0,6.0,2.0,1.0,0.0,10.0,1.0,0.0,4.0,0.0,4.0,7.0,3.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,9.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,32.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,51.0,15.0,2.0,2.0,1.0,2.0,18.0,20.0,0.0,2.0,34.0,1.0
651,18.0,1474.0,229.0,50.0,64.0,214.0,106.0,9.0,7.0,346.0,11.0,10.0,315.0,33.0,56.0,10.0,3.0,31.0,18.0,186.0,192.0,40.0,81.0,5.0,13.0,86.0,12.0,20.0,2.0,19.0,100.0,10.0,103.0,7.0,34.0,9.0,4.0,16.0,0.0,85.0,27.0,190.0,44.0,374.0,3.0,32.0,191.0,5.0,181.0,387.0,3262.0,26.0,73.0,5.0,7.0,102.0,91.0,108.0,146.0,110.0,18.0,10.0
652,490.0,741.0,820.0,167.0,186.0,213.0,570.0,16.0,94.0,829.0,103.0,32.0,1533.0,136.0,148.0,80.0,9.0,242.0,234.0,347.0,125.0,140.0,176.0,16.0,87.0,272.0,21.0,155.0,66.0,268.0,1047.0,76.0,29.0,27.0,246.0,101.0,52.0,163.0,31.0,274.0,127.0,568.0,78.0,456.0,30.0,144.0,455.0,243.0,131.0,175.0,4374.0,286.0,848.0,124.0,42.0,189.0,1206.0,850.0,221.0,132.0,477.0,184.0
653,41.0,195.0,261.0,42.0,18.0,22.0,247.0,24.0,111.0,25.0,75.0,31.0,164.0,18.0,118.0,145.0,4.0,87.0,65.0,127.0,103.0,42.0,60.0,17.0,40.0,218.0,7.0,15.0,27.0,19.0,145.0,148.0,15.0,46.0,20.0,56.0,16.0,20.0,19.0,147.0,39.0,75.0,14.0,14.0,2.0,15.0,18.0,17.0,78.0,46.0,391.0,596.0,25.0,14.0,93.0,118.0,63.0,119.0,136.0,21.0,87.0,108.0
657,218.0,386.0,450.0,48.0,173.0,46.0,77.0,37.0,25.0,122.0,76.0,26.0,338.0,35.0,199.0,157.0,18.0,74.0,770.0,58.0,1899.0,35.0,323.0,30.0,465.0,109.0,249.0,181.0,22.0,105.0,407.0,37.0,31.0,33.0,43.0,51.0,21.0,84.0,24.0,143.0,172.0,155.0,245.0,61.0,42.0,24.0,85.0,15.0,278.0,229.0,291.0,359.0,86.0,78.0,21.0,114.0,100.0,617.0,83.0,380.0,408.0,462.0
658,1.0,437.0,146.0,23.0,3.0,13.0,8.0,3.0,129.0,3.0,2.0,4.0,2.0,50.0,1.0,4.0,1.0,44.0,77.0,20.0,11.0,20.0,12.0,0.0,188.0,0.0,24.0,19.0,0.0,33.0,65.0,4.0,2.0,11.0,20.0,274.0,1.0,22.0,1.0,7.0,24.0,3.0,4.0,2.0,1.0,4.0,99.0,1.0,164.0,134.0,153.0,5.0,3.0,10.0,4.0,7.0,5.0,46.0,53.0,111.0,1.0,7.0
66,1.0,34.0,170.0,12.0,48.0,1.0,17.0,24.0,1.0,2.0,36.0,83.0,97.0,32.0,94.0,26.0,3.0,28.0,201.0,86.0,90.0,58.0,133.0,8.0,85.0,265.0,20.0,1.0,5.0,0.0,389.0,6.0,4.0,5.0,17.0,0.0,2.0,34.0,5.0,290.0,45.0,1.0,5.0,2.0,7.0,4.0,9.0,0.0,19.0,139.0,258.0,0.0,6.0,10.0,0.0,68.0,19.0,98.0,59.0,22.0,12.0,1.0
660,24.0,118.0,150.0,33.0,57.0,45.0,536.0,3.0,2.0,123.0,7.0,6.0,18.0,41.0,15.0,9.0,22.0,74.0,179.0,695.0,65.0,317.0,133.0,255.0,88.0,8.0,32.0,21.0,1.0,2.0,100.0,2.0,6.0,35.0,42.0,4.0,9.0,50.0,66.0,43.0,101.0,122.0,77.0,23.0,36.0,2.0,55.0,18.0,149.0,430.0,141.0,11.0,50.0,49.0,3.0,3.0,28.0,108.0,520.0,32.0,120.0,13.0
666,9.0,192.0,215.0,31.0,232.0,35.0,538.0,2.0,340.0,103.0,153.0,200.0,462.0,88.0,141.0,334.0,7.0,97.0,64.0,429.0,153.0,97.0,199.0,9.0,115.0,201.0,33.0,24.0,16.0,339.0,730.0,88.0,9.0,13.0,49.0,99.0,13.0,205.0,5.0,262.0,25.0,244.0,111.0,36.0,11.0,16.0,51.0,141.0,240.0,13.0,822.0,221.0,13.0,26.0,46.0,149.0,207.0,579.0,666.0,194.0,102.0,15.0
667,32.0,377.0,540.0,100.0,298.0,26.0,238.0,20.0,117.0,218.0,138.0,105.0,1167.0,148.0,6.0,75.0,5.0,83.0,925.0,389.0,380.0,68.0,410.0,6.0,443.0,13.0,125.0,70.0,197.0,3.0,444.0,7.0,17.0,29.0,92.0,10.0,18.0,90.0,6.0,18.0,86.0,346.0,227.0,137.0,18.0,8.0,16.0,527.0,120.0,389.0,275.0,40.0,68.0,95.0,69.0,263.0,26.0,920.0,243.0,494.0,189.0,26.0
