strain_id,A_noMTX_5-FC.SNA4_VAC8,A_noMTX_5-FC.MID2_RSN1,A_noMTX_5-FC.HNM1_MAM33,A_noMTX_5-FC.ERG11_HYR1,A_noMTX_5-FC.TPO1_MID2,A_noMTX_5-FC.RET2_SNA3,A_noMTX_5-FC.ERV25_RBD2,A_noMTX_5-FC.PLM2_HNM1,A_noMTX_5-FC.SRO9_GIS2,A_noMTX_5-FC.HNM1_TPO2,A_noMTX_5-FC.ERG11_PIS1,A_noMTX_5-FC.RET2_EMP70,A_noMTX_5-FC.SSH1_PIS1,A_noMTX_5-FC.RET2_EMP47,A_noMTX_5-FC.HNM1_MID2,A_noMTX_5-FC.ERV25_ORM2,A_noMTX_5-FC.FMP45_MID2,A_noMTX_5-FC.ERV25_ERG5,A_noMTX_5-FC.HUG1_ADE17,A_noMTX_5-FC.GTR1_SLM4,A_noMTX_5-FC.ERG11_ERG5,A_noMTX_5-FC.HUG1_ALO1,A_noMTX_5-FC.MID2_MAM33,A_noMTX_5-FC.HNM1_RBD2,A_noMTX_5-FC.TPO1_TPO2,A_noMTX_5-FC.ALO1_ADE17,A_noMTX_5-FC.MID2_TPO2,A_noMTX_5-FC.MID2_PIN2,A_noMTX_5-FC.PMC1_GTR2,A_noMTX_5-FC.FMP45_HNM1,A_noMTX_5-FC.ALO1_HYR1,A_noMTX_5-FC.ADE17_GIS2,A_noMTX_5-FC.SSH1_ERG11,A_noMTX_5-FC.noPPI_reference,A_noMTX_5-FC.ERG11_ORM2,A_noMTX_5-FC.ERV25_PIS1,A_noMTX_5-FC.ERG27_ACF2,A_noMTX_5-FC.ERG11_ACF2,A_noMTX_5-FC.FMP45_MEP1,A_noMTX_5-FC.ADE17_PGM2,A_noMTX_5-FC.MID2_TPO4,A_noMTX_5-FC.ALO1_UIP4,A_noMTX_5-FC.HUG1_PGM2,A_noMTX_5-FC.HNM1_TPO1,A_noMTX_5-FC.ADE17_HYR1,A_noMTX_5-FC.MID2_WSC2,A_noMTX_5-FC.ERG11_ERV25,A_noMTX_5-FC.DHH1_LSM3,A_noMTX_5-FC.ERV25_UIP4,A_noMTX_5-FC.ERV25_EMP47,A_noMTX_5-FC.HNM1_ERG11,A_noMTX_5-FC.SNA4_GTR2,A_noMTX_5-FC.ERG11_TPO4,A_noMTX_5-FC.HNM1_TPO4,A_noMTX_5-FC.SSH1_ORM2,A_noMTX_5-FC.SSH1_ERV25,A_noMTX_5-FC.ERG11_MID2,A_noMTX_5-FC.TPO1_TCB2,A_noMTX_5-FC.SRO9_DHH1,A_noMTX_5-FC.PLM2_SNA3,A_noMTX_5-FC.PMC1_CTR2,A_noMTX_5-FC.SRO9_SGN1
532,2.0,1.0,2.0,18.0,3.0,4.0,7.0,4.0,2.0,1.0,6.0,2.0,5.0,3.0,344.0,0.0,5.0,4.0,4.0,3.0,4.0,6.0,2.0,0.0,4.0,6.0,10.0,11.0,1.0,1.0,2.0,7.0,1.0,16.0,4.0,7.0,7.0,3.0,4.0,5.0,4.0,4.0,6.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,70.0,2.0,3.0,2.0,2.0,3.0,8.0,3.0,2.0,2.0,2.0,5.0
535,42.0,373.0,82.0,757.0,88.0,20.0,52.0,582.0,1426.0,619.0,1564.0,25.0,2757.0,24.0,451.0,4348.0,551.0,1394.0,557.0,34.0,314.0,381.0,3056.0,34.0,187.0,1712.0,2049.0,4945.0,41.0,927.0,40.0,180.0,1234.0,206.0,1507.0,964.0,20.0,612.0,119.0,471.0,467.0,290.0,158.0,20.0,43.0,1956.0,1907.0,119.0,407.0,300.0,181.0,339.0,1968.0,205.0,1055.0,1066.0,1751.0,1812.0,419.0,433.0,54.0,227.0
538,178.0,169.0,1503.0,145.0,17.0,24.0,41.0,951.0,946.0,924.0,286.0,41.0,1563.0,55.0,547.0,1077.0,201.0,357.0,101.0,32.0,427.0,112.0,861.0,803.0,68.0,236.0,503.0,621.0,78.0,708.0,1163.0,561.0,593.0,422.0,140.0,780.0,14.0,638.0,300.0,2151.0,223.0,682.0,35.0,2474.0,3105.0,10.0,205.0,25.0,139.0,171.0,353.0,109.0,585.0,863.0,493.0,388.0,432.0,34.0,329.0,116.0,75.0,368.0
539,22.0,505.0,270.0,437.0,10.0,8.0,55.0,606.0,701.0,339.0,458.0,24.0,1024.0,17.0,443.0,455.0,528.0,178.0,651.0,28.0,514.0,667.0,1728.0,22.0,20.0,1071.0,2010.0,3038.0,268.0,438.0,19.0,1105.0,655.0,116.0,928.0,221.0,42.0,435.0,187.0,22.0,534.0,195.0,258.0,143.0,54.0,528.0,1181.0,307.0,93.0,172.0,326.0,381.0,653.0,148.0,1611.0,1866.0,2223.0,29.0,435.0,278.0,73.0,504.0
540,187.0,1965.0,815.0,318.0,1576.0,59.0,414.0,1200.0,644.0,1133.0,428.0,45.0,2153.0,70.0,2261.0,676.0,516.0,936.0,3283.0,2571.0,402.0,9310.0,1405.0,1510.0,1613.0,314.0,12961.0,4298.0,1973.0,406.0,146.0,672.0,39.0,473.0,149.0,118.0,1940.0,659.0,459.0,411.0,2009.0,122.0,2110.0,2857.0,4872.0,226.0,369.0,1131.0,212.0,55.0,589.0,757.0,50.0,553.0,209.0,196.0,475.0,1064.0,468.0,115.0,1401.0,419.0
541,2.0,48.0,17.0,40.0,447.0,17.0,1121.0,44.0,153.0,11.0,81.0,29.0,51.0,18.0,262.0,457.0,521.0,89.0,188.0,988.0,19.0,1189.0,63.0,1574.0,322.0,121.0,450.0,524.0,112.0,320.0,3.0,6.0,15.0,149.0,57.0,275.0,5.0,31.0,49.0,2.0,34.0,140.0,233.0,7.0,19.0,6.0,71.0,39.0,125.0,55.0,91.0,47.0,10.0,4.0,271.0,283.0,128.0,385.0,30.0,11.0,60.0,15.0
543,16.0,16.0,1.0,3.0,6.0,3.0,8.0,59.0,6.0,20.0,15.0,2.0,31.0,2.0,18.0,90.0,1.0,43.0,41.0,5.0,11.0,37.0,109.0,21.0,18.0,1.0,77.0,171.0,5.0,3.0,0.0,1.0,4.0,30.0,2.0,1.0,26.0,6.0,2.0,2.0,43.0,2.0,10.0,0.0,3.0,2.0,12.0,8.0,2.0,1.0,14.0,4.0,5.0,2.0,3.0,2.0,93.0,23.0,28.0,23.0,6.0,5.0
545,9.0,51.0,265.0,56.0,157.0,28.0,7.0,120.0,274.0,51.0,229.0,37.0,32.0,55.0,146.0,88.0,397.0,165.0,113.0,5.0,155.0,132.0,63.0,7.0,119.0,1130.0,449.0,825.0,165.0,246.0,335.0,38.0,15.0,77.0,140.0,723.0,12.0,131.0,101.0,9.0,166.0,198.0,22.0,43.0,14.0,4.0,138.0,26.0,137.0,78.0,109.0,117.0,179.0,75.0,15.0,80.0,155.0,244.0,160.0,13.0,47.0,263.0
546,74.0,252.0,481.0,316.0,172.0,18.0,239.0,385.0,880.0,868.0,290.0,12.0,222.0,28.0,427.0,22.0,131.0,327.0,332.0,17.0,399.0,896.0,318.0,251.0,394.0,620.0,1388.0,1881.0,91.0,144.0,13.0,2941.0,306.0,272.0,395.0,25.0,445.0,258.0,541.0,22.0,270.0,287.0,268.0,906.0,264.0,247.0,56.0,665.0,268.0,52.0,182.0,380.0,578.0,314.0,215.0,797.0,886.0,256.0,234.0,651.0,126.0,303.0
557,4.0,38.0,97.0,38.0,2.0,12.0,65.0,71.0,20.0,4.0,47.0,4.0,92.0,10.0,113.0,27.0,18.0,296.0,410.0,9.0,51.0,1984.0,21.0,5.0,1.0,6.0,441.0,267.0,23.0,68.0,34.0,186.0,7.0,328.0,44.0,67.0,279.0,87.0,90.0,70.0,66.0,114.0,914.0,8.0,1209.0,6.0,37.0,105.0,33.0,13.0,48.0,41.0,151.0,22.0,76.0,62.0,163.0,3.0,53.0,4.0,114.0,13.0
559,7.0,7.0,11.0,8.0,4.0,3.0,17.0,11.0,7.0,423.0,8.0,5.0,15.0,5.0,6.0,10.0,8.0,14.0,7.0,8.0,4.0,7.0,6.0,6.0,7.0,7.0,62.0,29.0,6.0,6.0,3.0,7.0,968.0,1263.0,6.0,13.0,2.0,11.0,3.0,10.0,11.0,6.0,5.0,10.0,32.0,4.0,6.0,5.0,5.0,13.0,62.0,6.0,8.0,25.0,156.0,27.0,99.0,9.0,15.0,6.0,4.0,9.0
564,3.0,47.0,7.0,23.0,6.0,4.0,47.0,11.0,75.0,24.0,60.0,6.0,18.0,9.0,9.0,228.0,27.0,98.0,34.0,11.0,23.0,465.0,169.0,11.0,34.0,27.0,66.0,60.0,19.0,21.0,9.0,14.0,59.0,132.0,303.0,6.0,8.0,20.0,45.0,11.0,61.0,15.0,71.0,44.0,25.0,7.0,15.0,20.0,10.0,49.0,40.0,47.0,18.0,31.0,11.0,132.0,195.0,38.0,61.0,124.0,26.0,13.0
567,17.0,48.0,25.0,124.0,397.0,19.0,21.0,152.0,246.0,82.0,72.0,15.0,312.0,58.0,186.0,279.0,551.0,93.0,46.0,11.0,173.0,159.0,335.0,13.0,589.0,170.0,335.0,325.0,417.0,561.0,191.0,23.0,80.0,113.0,399.0,22.0,108.0,190.0,297.0,4.0,243.0,79.0,33.0,22.0,55.0,14.0,99.0,64.0,87.0,96.0,87.0,44.0,257.0,88.0,72.0,148.0,193.0,625.0,199.0,17.0,268.0,48.0
57,6.0,223.0,2.0,1.0,0.0,4.0,9.0,4.0,220.0,37.0,47.0,0.0,4.0,1.0,76.0,38.0,97.0,31.0,12.0,3.0,57.0,85.0,666.0,164.0,2.0,24.0,307.0,490.0,145.0,55.0,69.0,252.0,63.0,77.0,10.0,121.0,29.0,24.0,7.0,10.0,234.0,10.0,16.0,192.0,166.0,558.0,9.0,8.0,13.0,29.0,40.0,41.0,10.0,124.0,12.0,437.0,28.0,12.0,108.0,8.0,69.0,3.0
571,13.0,52.0,59.0,12.0,330.0,6.0,48.0,358.0,97.0,201.0,95.0,6.0,213.0,9.0,124.0,259.0,32.0,10.0,451.0,8.0,78.0,1730.0,66.0,2.0,252.0,162.0,226.0,339.0,83.0,14.0,9.0,85.0,150.0,400.0,15.0,3.0,664.0,60.0,119.0,208.0,88.0,33.0,178.0,392.0,2594.0,222.0,16.0,43.0,48.0,8.0,155.0,155.0,19.0,308.0,22.0,287.0,348.0,139.0,29.0,18.0,42.0,9.0
574,4.0,20.0,10.0,22.0,37.0,5.0,400.0,4.0,48.0,19.0,71.0,4.0,26.0,5.0,125.0,3.0,2.0,116.0,135.0,9.0,47.0,522.0,170.0,6.0,57.0,99.0,301.0,485.0,60.0,106.0,260.0,10.0,55.0,152.0,34.0,1.0,11.0,26.0,20.0,3.0,79.0,145.0,89.0,153.0,23.0,1.0,3.0,234.0,120.0,26.0,17.0,41.0,4.0,48.0,14.0,15.0,8.0,49.0,46.0,3.0,78.0,117.0
576,7.0,32.0,29.0,11.0,68.0,8.0,19.0,5.0,89.0,33.0,22.0,4.0,1.0,4.0,105.0,3.0,65.0,86.0,192.0,2.0,13.0,495.0,61.0,4.0,82.0,55.0,193.0,378.0,44.0,28.0,43.0,5.0,20.0,90.0,10.0,2.0,11.0,3.0,73.0,1.0,103.0,120.0,156.0,4.0,247.0,0.0,38.0,132.0,110.0,57.0,29.0,75.0,15.0,18.0,7.0,137.0,48.0,69.0,62.0,3.0,74.0,131.0
578,114.0,464.0,791.0,440.0,178.0,28.0,44.0,535.0,442.0,1149.0,641.0,17.0,306.0,22.0,1237.0,641.0,399.0,1564.0,269.0,24.0,849.0,1076.0,400.0,2031.0,232.0,223.0,1334.0,1481.0,423.0,619.0,846.0,2308.0,196.0,453.0,181.0,272.0,469.0,1096.0,488.0,90.0,624.0,668.0,248.0,1185.0,1887.0,30.0,200.0,196.0,867.0,302.0,908.0,338.0,619.0,610.0,863.0,574.0,955.0,54.0,123.0,310.0,188.0,233.0
58,7.0,23.0,9.0,1.0,11.0,0.0,5.0,6.0,2.0,3.0,7.0,1.0,28.0,1.0,14.0,22.0,5.0,56.0,23.0,1.0,5.0,16.0,203.0,3.0,3.0,2.0,73.0,76.0,67.0,8.0,2.0,82.0,17.0,6.0,2.0,6.0,1.0,2.0,4.0,185.0,27.0,0.0,2.0,0.0,16.0,337.0,2.0,3.0,7.0,8.0,7.0,10.0,7.0,0.0,3.0,3.0,74.0,43.0,7.0,13.0,10.0,3.0
581,8.0,81.0,109.0,101.0,9.0,21.0,597.0,171.0,146.0,6.0,106.0,8.0,643.0,532.0,439.0,1359.0,369.0,31.0,102.0,1662.0,41.0,1031.0,264.0,8.0,9.0,147.0,413.0,535.0,280.0,515.0,228.0,9.0,214.0,156.0,374.0,126.0,21.0,61.0,116.0,3.0,325.0,144.0,194.0,8.0,13.0,4.0,91.0,49.0,52.0,40.0,232.0,252.0,65.0,17.0,219.0,1003.0,85.0,9.0,13.0,15.0,254.0,25.0
586,22.0,331.0,216.0,40.0,28.0,22.0,460.0,205.0,78.0,196.0,226.0,25.0,1105.0,76.0,360.0,1142.0,150.0,581.0,1236.0,12.0,89.0,2545.0,702.0,26.0,94.0,273.0,1764.0,1999.0,206.0,245.0,368.0,19.0,553.0,167.0,43.0,1284.0,287.0,191.0,75.0,117.0,284.0,77.0,356.0,986.0,331.0,897.0,35.0,120.0,220.0,105.0,250.0,87.0,209.0,283.0,207.0,339.0,458.0,107.0,145.0,345.0,114.0,121.0
588,17.0,12.0,16.0,8.0,3.0,3.0,40.0,11.0,14.0,28.0,22.0,2.0,16.0,6.0,30.0,112.0,19.0,27.0,12.0,13.0,14.0,28.0,77.0,7.0,4.0,16.0,93.0,79.0,23.0,19.0,16.0,14.0,50.0,31.0,10.0,6.0,3.0,22.0,14.0,6.0,23.0,17.0,11.0,12.0,29.0,13.0,13.0,33.0,17.0,18.0,48.0,11.0,140.0,24.0,33.0,36.0,18.0,4.0,15.0,10.0,13.0,18.0
589,60.0,223.0,331.0,488.0,459.0,2568.0,107.0,510.0,223.0,429.0,479.0,3745.0,676.0,7068.0,510.0,591.0,212.0,165.0,769.0,2756.0,145.0,4065.0,724.0,308.0,591.0,50.0,1359.0,1350.0,178.0,360.0,414.0,3238.0,1244.0,160.0,302.0,334.0,578.0,298.0,172.0,148.0,539.0,137.0,946.0,837.0,64.0,21.0,964.0,211.0,507.0,222.0,270.0,214.0,164.0,352.0,453.0,1088.0,1075.0,240.0,204.0,701.0,97.0,111.0
59,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,2.0,5.0,5.0,4.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0
590,4.0,54.0,27.0,8.0,9.0,63.0,17.0,50.0,187.0,14.0,78.0,274.0,227.0,43.0,15.0,14.0,116.0,39.0,210.0,12.0,43.0,287.0,230.0,12.0,7.0,42.0,312.0,638.0,46.0,5.0,7.0,11.0,19.0,68.0,162.0,13.0,27.0,29.0,23.0,3.0,84.0,34.0,64.0,306.0,29.0,12.0,56.0,40.0,80.0,21.0,29.0,80.0,66.0,12.0,20.0,88.0,93.0,11.0,52.0,221.0,101.0,83.0
596,8.0,35.0,34.0,13.0,9.0,19.0,6.0,11.0,57.0,52.0,39.0,20.0,31.0,32.0,116.0,37.0,17.0,36.0,11.0,13.0,79.0,58.0,13.0,14.0,7.0,15.0,67.0,2524.0,209.0,184.0,22.0,12.0,120.0,398.0,82.0,21.0,4.0,185.0,165.0,16.0,39.0,118.0,25.0,10.0,22.0,16.0,22.0,39.0,74.0,12.0,291.0,49.0,129.0,15.0,933.0,21.0,1139.0,9.0,951.0,19.0,57.0,10.0
598,1120.0,84.0,308.0,189.0,263.0,8.0,36.0,826.0,23.0,538.0,354.0,7.0,1060.0,15.0,273.0,1185.0,282.0,444.0,90.0,13.0,403.0,1642.0,285.0,115.0,525.0,11.0,173.0,376.0,40.0,578.0,19.0,3676.0,107.0,543.0,271.0,272.0,8.0,215.0,203.0,612.0,97.0,63.0,131.0,264.0,1245.0,58.0,91.0,182.0,106.0,113.0,360.0,129.0,328.0,286.0,106.0,394.0,465.0,155.0,127.0,40.0,46.0,344.0
599,147.0,697.0,705.0,205.0,1521.0,60.0,233.0,716.0,296.0,550.0,583.0,44.0,614.0,41.0,494.0,265.0,324.0,219.0,2397.0,3847.0,504.0,9969.0,1210.0,690.0,1759.0,118.0,2826.0,4423.0,331.0,834.0,32.0,111.0,706.0,564.0,596.0,142.0,1101.0,748.0,798.0,292.0,695.0,290.0,1677.0,1010.0,5855.0,52.0,434.0,679.0,238.0,136.0,415.0,503.0,646.0,288.0,595.0,1463.0,1310.0,956.0,469.0,158.0,264.0,440.0
599_ref1,132.0,65.0,995.0,1953.0,26.0,51.0,512.0,270.0,72.0,502.0,367.0,18.0,432.0,15.0,178.0,209.0,155.0,265.0,23.0,15.0,115.0,41.0,34.0,3108.0,19.0,1154.0,462.0,624.0,10.0,384.0,571.0,96.0,180.0,8.0,623.0,89.0,23.0,186.0,61.0,318.0,109.0,670.0,8.0,1697.0,4515.0,27.0,700.0,98.0,642.0,205.0,197.0,225.0,81.0,350.0,184.0,364.0,494.0,21.0,67.0,47.0,9.0,188.0
599_ref2,123.0,27.0,879.0,2672.0,18.0,8.0,252.0,218.0,58.0,579.0,203.0,22.0,353.0,25.0,167.0,176.0,135.0,172.0,18.0,23.0,122.0,8.0,19.0,1564.0,18.0,841.0,109.0,359.0,13.0,370.0,511.0,45.0,317.0,11.0,494.0,67.0,26.0,245.0,47.0,223.0,62.0,660.0,6.0,1623.0,1332.0,16.0,591.0,117.0,444.0,387.0,164.0,178.0,84.0,369.0,223.0,409.0,450.0,15.0,13.0,67.0,7.0,131.0
6,5.0,42.0,9.0,3.0,9.0,3.0,8.0,10.0,286.0,10.0,21.0,1.0,815.0,79.0,9.0,9.0,3.0,10.0,21.0,6.0,6.0,29.0,9.0,12.0,6.0,126.0,131.0,163.0,8.0,5.0,3.0,75.0,64.0,263.0,18.0,11.0,3.0,18.0,29.0,10.0,75.0,24.0,5.0,15.0,828.0,131.0,10.0,6.0,5.0,5.0,5.0,13.0,51.0,12.0,139.0,64.0,111.0,9.0,17.0,11.0,31.0,8.0
60,27.0,161.0,994.0,136.0,11.0,37.0,804.0,2167.0,305.0,617.0,343.0,20.0,19.0,14.0,4845.0,187.0,757.0,832.0,296.0,50.0,457.0,5649.0,221.0,10.0,20.0,616.0,2582.0,1227.0,458.0,1565.0,1087.0,208.0,142.0,159.0,366.0,650.0,1727.0,481.0,320.0,348.0,316.0,808.0,204.0,1115.0,57.0,13.0,295.0,124.0,217.0,257.0,2156.0,240.0,284.0,970.0,163.0,436.0,877.0,10.0,195.0,75.0,274.0,165.0
607,2.0,10.0,0.0,12.0,15.0,1514.0,7.0,1.0,7.0,1.0,15.0,960.0,6.0,1138.0,10.0,0.0,1.0,5.0,4.0,2.0,3.0,11.0,2.0,1.0,17.0,2.0,59.0,18.0,2.0,10.0,4.0,4.0,0.0,17.0,2.0,3.0,21.0,4.0,6.0,2.0,12.0,3.0,9.0,2.0,6.0,2.0,4.0,5.0,4.0,1.0,1.0,3.0,59.0,1.0,11.0,55.0,4.0,18.0,3.0,0.0,5.0,2.0
61,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
611,225.0,178.0,140.0,38.0,439.0,19.0,57.0,196.0,98.0,55.0,209.0,10.0,11.0,15.0,340.0,25.0,241.0,193.0,665.0,12.0,355.0,2122.0,257.0,7.0,611.0,166.0,540.0,769.0,190.0,431.0,17.0,98.0,37.0,402.0,110.0,6.0,91.0,150.0,355.0,98.0,121.0,17.0,663.0,55.0,471.0,1.0,213.0,78.0,68.0,3.0,212.0,80.0,114.0,97.0,23.0,353.0,301.0,272.0,305.0,23.0,93.0,117.0
616,93.0,56.0,136.0,179.0,87.0,5658.0,28.0,167.0,301.0,156.0,430.0,5491.0,786.0,8947.0,544.0,664.0,95.0,65.0,235.0,6.0,380.0,815.0,129.0,8.0,88.0,239.0,704.0,733.0,16.0,431.0,376.0,30.0,222.0,182.0,564.0,31.0,343.0,469.0,109.0,11.0,162.0,485.0,207.0,103.0,19.0,9.0,271.0,93.0,126.0,109.0,211.0,178.0,239.0,108.0,299.0,340.0,411.0,119.0,48.0,476.0,39.0,187.0
619,8.0,3.0,5.0,2.0,4.0,3.0,16.0,9.0,11.0,12.0,8.0,4.0,18.0,3.0,11.0,4.0,5.0,5.0,8.0,8.0,9.0,14.0,27.0,9.0,2.0,12.0,37.0,48.0,7.0,12.0,4.0,14.0,8.0,5.0,5.0,10.0,2.0,10.0,11.0,4.0,16.0,4.0,11.0,6.0,9.0,14.0,3.0,12.0,5.0,6.0,3.0,11.0,16.0,15.0,9.0,9.0,13.0,2.0,12.0,14.0,19.0,5.0
622,28.0,351.0,502.0,39.0,123.0,10.0,62.0,671.0,63.0,247.0,582.0,12.0,567.0,126.0,515.0,1336.0,260.0,503.0,829.0,23.0,288.0,686.0,1469.0,98.0,69.0,942.0,2000.0,3182.0,74.0,373.0,37.0,743.0,699.0,180.0,447.0,2795.0,57.0,268.0,24.0,27.0,359.0,74.0,232.0,165.0,2038.0,300.0,319.0,304.0,219.0,197.0,303.0,175.0,236.0,183.0,932.0,1265.0,394.0,61.0,75.0,25.0,73.0,251.0
627,8.0,25.0,8.0,27.0,6.0,8.0,11.0,39.0,110.0,8.0,59.0,6.0,22.0,4.0,10.0,61.0,71.0,9.0,39.0,9.0,50.0,57.0,38.0,8.0,5.0,354.0,98.0,164.0,63.0,55.0,228.0,14.0,92.0,82.0,82.0,5.0,22.0,108.0,15.0,8.0,37.0,19.0,49.0,2.0,15.0,19.0,184.0,17.0,27.0,11.0,19.0,14.0,93.0,10.0,133.0,149.0,299.0,4.0,35.0,45.0,24.0,63.0
631,64.0,666.0,1315.0,2481.0,216.0,42.0,76.0,669.0,2180.0,1800.0,2510.0,75.0,4320.0,523.0,1238.0,606.0,461.0,374.0,204.0,622.0,871.0,280.0,2248.0,39.0,153.0,552.0,5250.0,6018.0,213.0,1278.0,1278.0,169.0,1535.0,309.0,1075.0,1331.0,621.0,1451.0,820.0,1404.0,1332.0,1025.0,148.0,1306.0,118.0,128.0,6467.0,1235.0,487.0,200.0,381.0,577.0,910.0,996.0,2848.0,1284.0,4160.0,338.0,1256.0,1645.0,264.0,2563.0
632,40.0,58.0,83.0,48.0,80.0,27.0,64.0,41.0,29.0,54.0,85.0,30.0,592.0,28.0,182.0,47.0,57.0,82.0,522.0,36.0,74.0,1042.0,63.0,33.0,54.0,52.0,189.0,289.0,50.0,96.0,38.0,29.0,23.0,308.0,478.0,32.0,98.0,65.0,64.0,23.0,118.0,230.0,311.0,66.0,90.0,19.0,178.0,85.0,59.0,72.0,49.0,153.0,49.0,54.0,312.0,101.0,112.0,156.0,93.0,31.0,34.0,208.0
636,14.0,212.0,2382.0,233.0,161.0,11.0,1068.0,730.0,391.0,321.0,463.0,18.0,586.0,15.0,221.0,11.0,219.0,255.0,40.0,22.0,721.0,35.0,700.0,17.0,334.0,22.0,740.0,780.0,60.0,666.0,15.0,24.0,84.0,683.0,490.0,38.0,12.0,326.0,975.0,406.0,53.0,62.0,28.0,37.0,67.0,29.0,142.0,419.0,107.0,29.0,134.0,175.0,1151.0,202.0,61.0,849.0,896.0,166.0,237.0,35.0,198.0,116.0
638,1.0,14.0,5.0,6.0,4.0,2.0,15.0,206.0,104.0,2.0,52.0,7.0,9.0,2.0,139.0,9.0,328.0,9.0,176.0,118.0,14.0,271.0,153.0,1.0,13.0,409.0,34.0,159.0,75.0,63.0,90.0,6.0,6.0,77.0,18.0,4.0,8.0,17.0,1.0,5.0,29.0,153.0,47.0,5.0,7.0,4.0,17.0,32.0,54.0,31.0,50.0,24.0,407.0,11.0,4.0,14.0,23.0,12.0,82.0,6.0,37.0,74.0
639,10.0,33.0,30.0,22.0,12.0,11.0,32.0,12.0,84.0,15.0,218.0,8.0,8.0,13.0,9.0,12.0,10.0,35.0,74.0,8.0,21.0,212.0,19.0,15.0,8.0,236.0,334.0,215.0,55.0,13.0,432.0,268.0,11.0,93.0,299.0,15.0,20.0,31.0,44.0,10.0,55.0,28.0,33.0,27.0,982.0,345.0,18.0,63.0,32.0,9.0,38.0,35.0,27.0,13.0,13.0,37.0,101.0,7.0,33.0,6.0,18.0,32.0
64,3.0,35.0,65.0,102.0,117.0,1.0,420.0,4.0,333.0,13.0,52.0,5.0,9.0,7.0,86.0,28.0,6.0,204.0,56.0,9.0,125.0,97.0,44.0,7.0,205.0,502.0,152.0,409.0,13.0,227.0,891.0,9.0,28.0,425.0,18.0,130.0,12.0,25.0,68.0,22.0,23.0,246.0,225.0,24.0,10.0,3.0,23.0,21.0,323.0,369.0,36.0,72.0,43.0,28.0,33.0,7.0,23.0,162.0,273.0,20.0,36.0,276.0
640,131.0,82.0,184.0,69.0,157.0,8.0,23.0,510.0,31.0,183.0,73.0,5.0,559.0,11.0,140.0,215.0,99.0,126.0,350.0,14.0,12.0,209.0,473.0,13.0,176.0,99.0,537.0,652.0,27.0,165.0,5.0,19.0,177.0,106.0,61.0,8.0,368.0,53.0,103.0,234.0,144.0,53.0,97.0,322.0,23.0,75.0,1.0,203.0,46.0,38.0,177.0,196.0,37.0,130.0,73.0,540.0,375.0,55.0,38.0,25.0,36.0,99.0
642,16.0,50.0,549.0,75.0,194.0,23.0,1528.0,149.0,57.0,430.0,126.0,33.0,830.0,24.0,341.0,141.0,149.0,278.0,463.0,18.0,111.0,700.0,56.0,14.0,143.0,112.0,486.0,153.0,55.0,51.0,27.0,20.0,201.0,151.0,274.0,24.0,1592.0,57.0,166.0,105.0,191.0,228.0,221.0,204.0,60.0,5.0,651.0,203.0,302.0,125.0,341.0,209.0,24.0,587.0,246.0,735.0,773.0,122.0,54.0,26.0,53.0,131.0
643,1.0,2.0,1.0,0.0,4.0,3.0,11.0,10.0,1.0,1.0,8.0,2.0,2.0,1.0,4.0,3.0,1.0,0.0,17.0,3.0,0.0,7.0,0.0,2.0,6.0,1.0,29.0,6.0,3.0,0.0,0.0,3.0,12.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,6.0,2.0,8.0,3.0,1.0,4.0,9.0,1.0,2.0,1.0,1.0,6.0,17.0,2.0,8.0,4.0,2.0,3.0,2.0,4.0
648,27.0,57.0,63.0,128.0,8.0,4.0,55.0,256.0,91.0,17.0,323.0,7.0,1147.0,12.0,50.0,44.0,132.0,95.0,17.0,15.0,23.0,23.0,1069.0,294.0,33.0,21.0,589.0,1926.0,16.0,57.0,9.0,1254.0,272.0,89.0,43.0,20.0,2.0,34.0,65.0,232.0,148.0,15.0,10.0,161.0,7300.0,391.0,14.0,117.0,8.0,21.0,70.0,210.0,51.0,88.0,171.0,242.0,1362.0,92.0,31.0,122.0,28.0,96.0
