strain_id,A_MTX_noDrug.FMP45_HNM1,A_MTX_noDrug.HNM1_ERG11,A_MTX_noDrug.ERV25_EMP47,A_MTX_noDrug.HNM1_RBD2,A_MTX_noDrug.ERG11_TPO4,A_MTX_noDrug.ERG27_ACF2,A_MTX_noDrug.ERV25_RBD2,A_MTX_noDrug.ADE17_GIS2,A_MTX_noDrug.ERV25_ERG5,A_MTX_noDrug.MID2_TPO4,A_MTX_noDrug.ERG11_PIS1,A_MTX_noDrug.ERG11_ACF2,A_MTX_noDrug.ERG11_ORM2,A_MTX_noDrug.ERV25_UIP4,A_MTX_noDrug.MID2_RSN1,A_MTX_noDrug.RET2_EMP70,A_MTX_noDrug.FMP45_MID2,A_MTX_noDrug.ALO1_ADE17,A_MTX_noDrug.HNM1_MAM33,A_MTX_noDrug.SNA4_VAC8,A_MTX_noDrug.SRO9_DHH1,A_MTX_noDrug.MID2_PIN2,A_MTX_noDrug.HNM1_TPO4,A_MTX_noDrug.HNM1_TPO1,A_MTX_noDrug.ALO1_HYR1,A_MTX_noDrug.FMP45_MEP1,A_MTX_noDrug.SRO9_GIS2,A_MTX_noDrug.HUG1_ADE17,A_MTX_noDrug.GTR1_SLM4,A_MTX_noDrug.SSH1_ORM2,A_MTX_noDrug.HNM1_TPO2,A_MTX_noDrug.noPPI_reference,A_MTX_noDrug.RET2_EMP47,A_MTX_noDrug.SSH1_ERG11,A_MTX_noDrug.HUG1_PGM2,A_MTX_noDrug.MID2_WSC2,A_MTX_noDrug.ERG11_MID2,A_MTX_noDrug.MID2_TPO2,A_MTX_noDrug.ERG11_HYR1,A_MTX_noDrug.HNM1_MID2,A_MTX_noDrug.ERG11_ERG5,A_MTX_noDrug.HUG1_ALO1,A_MTX_noDrug.PMC1_GTR2,A_MTX_noDrug.PMC1_CTR2,A_MTX_noDrug.ERV25_PIS1,A_MTX_noDrug.SSH1_PIS1,A_MTX_noDrug.MID2_MAM33,A_MTX_noDrug.RET2_SNA3,A_MTX_noDrug.PLM2_HNM1,A_MTX_noDrug.ADE17_PGM2,A_MTX_noDrug.SSH1_ERV25,A_MTX_noDrug.SRO9_SGN1,A_MTX_noDrug.PLM2_SNA3,A_MTX_noDrug.ERG11_ERV25,A_MTX_noDrug.DHH1_LSM3,A_MTX_noDrug.TPO1_TPO2,A_MTX_noDrug.ALO1_UIP4,A_MTX_noDrug.SNA4_GTR2,A_MTX_noDrug.ERV25_ORM2,A_MTX_noDrug.TPO1_TCB2,A_MTX_noDrug.ADE17_HYR1,A_MTX_noDrug.TPO1_MID2
599_ref2,6.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,141.0,11.0,1.0,22.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
6,3.0,7.0,3.0,2.0,4.0,7.0,8.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,9.0,3.0,4.0,4.0,17.0,12.0,5.0,4.0,2.0,2.0,9.0,8.0,1.0,8.0,5.0,0.0,12.0,1.0,15.0,9.0,2.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,6.0,10.0,5.0,3.0,6.0,8.0,7.0,9.0,2.0,6.0,6.0,7.0,15.0,1.0
60,81.0,1739.0,93.0,7.0,2495.0,31.0,5.0,29.0,2193.0,17.0,519.0,25.0,16.0,17.0,9.0,4.0,62.0,14.0,57.0,16.0,21.0,444.0,988.0,364.0,29.0,18.0,36.0,19.0,109.0,67.0,57.0,14.0,14.0,192.0,142.0,2.0,7709.0,4.0,220.0,4632.0,839.0,110.0,45.0,72.0,81.0,41.0,53.0,4.0,72.0,6.0,491.0,117.0,64.0,1844.0,27.0,3.0,147.0,193.0,589.0,5.0,11.0,6.0
61,2.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
616,38.0,141.0,233.0,8.0,1292.0,195.0,25.0,34.0,280.0,7.0,638.0,64.0,2117.0,873.0,7.0,39.0,48.0,19.0,335.0,1760.0,24.0,582.0,146.0,288.0,572.0,32.0,6.0,2196.0,39.0,969.0,231.0,56.0,167.0,314.0,1832.0,2.0,943.0,5.0,184.0,404.0,685.0,315.0,25.0,79.0,36.0,58.0,36.0,56.0,29.0,32.0,531.0,506.0,8.0,999.0,479.0,3.0,430.0,235.0,756.0,7.0,11.0,26.0
619,7.0,4.0,6.0,2.0,5.0,1.0,4.0,5.0,0.0,3.0,6.0,0.0,2.0,2.0,3.0,3.0,3.0,6.0,1.0,4.0,2.0,38.0,1.0,3.0,0.0,7.0,9.0,5.0,8.0,5.0,2.0,1.0,0.0,4.0,4.0,23.0,42.0,2.0,6.0,6.0,6.0,1.0,6.0,5.0,0.0,4.0,10.0,0.0,3.0,11.0,2.0,6.0,9.0,0.0,22.0,0.0,2.0,10.0,9.0,1.0,12.0,2.0
622,8.0,13.0,12.0,8.0,13.0,3.0,1.0,9.0,3.0,1.0,4.0,0.0,9.0,2.0,1.0,2.0,8.0,18.0,5.0,44.0,9.0,141.0,6.0,4.0,5.0,10.0,7.0,27.0,22.0,8.0,7.0,2.0,4.0,9.0,3.0,49.0,88.0,3.0,10.0,8.0,15.0,4.0,7.0,6.0,4.0,5.0,20.0,1.0,5.0,19.0,11.0,16.0,8.0,2.0,36.0,3.0,1.0,42.0,21.0,4.0,5.0,5.0
627,7.0,16.0,14.0,4.0,334.0,65.0,5.0,13.0,7.0,5.0,156.0,77.0,87.0,23.0,2.0,3.0,22.0,13.0,4.0,18.0,6.0,88.0,7.0,5.0,3.0,8.0,2.0,9.0,9.0,42.0,1.0,357.0,5.0,48.0,63.0,0.0,293.0,3.0,21.0,7.0,46.0,14.0,44.0,701.0,8.0,8.0,8.0,5.0,6.0,8.0,127.0,30.0,196.0,357.0,67.0,2.0,400.0,54.0,135.0,3.0,5.0,3.0
631,27.0,71.0,72.0,17.0,1311.0,9.0,8.0,38.0,455.0,9.0,717.0,34.0,1747.0,35.0,10.0,12.0,32.0,257.0,34.0,14.0,11.0,347.0,144.0,96.0,141.0,18.0,16.0,11.0,967.0,317.0,294.0,22.0,11.0,707.0,39.0,16.0,2775.0,4.0,724.0,173.0,738.0,12.0,36.0,29.0,94.0,33.0,50.0,3.0,24.0,36.0,623.0,1666.0,33.0,1356.0,1419.0,7.0,27.0,157.0,1260.0,6.0,10.0,54.0
632,59.0,56.0,110.0,43.0,111.0,42.0,36.0,187.0,105.0,40.0,111.0,39.0,83.0,38.0,36.0,26.0,98.0,45.0,43.0,97.0,31.0,867.0,36.0,27.0,47.0,90.0,69.0,50.0,99.0,44.0,53.0,18.0,48.0,42.0,56.0,89.0,336.0,28.0,76.0,73.0,123.0,34.0,60.0,51.0,42.0,69.0,55.0,31.0,29.0,130.0,50.0,65.0,51.0,311.0,111.0,13.0,45.0,168.0,153.0,37.0,60.0,31.0
636,2.0,4.0,2.0,4.0,10.0,1.0,2.0,14.0,1.0,3.0,5.0,5.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,10.0,3.0,34.0,0.0,1.0,0.0,1.0,9.0,0.0,4.0,2.0,5.0,1.0,3.0,1.0,3.0,13.0,63.0,1.0,55.0,3.0,125.0,2.0,5.0,6.0,3.0,10.0,1.0,0.0,1.0,6.0,2.0,15.0,6.0,23.0,10.0,0.0,3.0,5.0,4.0,1.0,3.0,1.0
638,3.0,10.0,28.0,0.0,269.0,36.0,0.0,3.0,2.0,3.0,52.0,1.0,10.0,3.0,2.0,3.0,25.0,428.0,6.0,1.0,0.0,23.0,5.0,3.0,206.0,1.0,2.0,21.0,409.0,4.0,3.0,147.0,2.0,13.0,100.0,8.0,21.0,0.0,4.0,12.0,16.0,66.0,24.0,41.0,3.0,0.0,10.0,0.0,13.0,12.0,14.0,25.0,13.0,217.0,14.0,25.0,93.0,12.0,19.0,15.0,0.0,1.0
639,51.0,65.0,49.0,33.0,78.0,44.0,14.0,25.0,54.0,24.0,292.0,18.0,29.0,39.0,23.0,9.0,62.0,77.0,23.0,23.0,26.0,526.0,14.0,13.0,346.0,17.0,37.0,50.0,99.0,27.0,39.0,23.0,19.0,65.0,47.0,2050.0,585.0,16.0,35.0,85.0,25.0,25.0,59.0,110.0,27.0,31.0,65.0,7.0,27.0,41.0,25.0,67.0,64.0,412.0,164.0,9.0,33.0,29.0,62.0,24.0,3.0,17.0
64,83.0,161.0,98.0,3.0,263.0,10.0,1.0,17.0,347.0,2.0,139.0,6.0,82.0,147.0,4.0,4.0,33.0,261.0,16.0,5.0,4.0,44.0,30.0,28.0,80.0,6.0,27.0,6.0,59.0,39.0,55.0,17.0,3.0,20.0,54.0,38.0,229.0,3.0,9.0,192.0,123.0,2.0,10.0,20.0,15.0,12.0,99.0,3.0,67.0,63.0,13.0,420.0,13837.0,19.0,21.0,49.0,60.0,44.0,323.0,159.0,7.0,267.0
640,23.0,24.0,31.0,7.0,226.0,166.0,5.0,11.0,377.0,4.0,25.0,2.0,32.0,39.0,3.0,6.0,114.0,1031.0,72.0,320.0,7.0,701.0,10.0,129.0,8.0,13.0,9.0,31.0,15.0,8.0,67.0,13.0,8.0,103.0,236.0,331.0,191.0,4.0,21.0,65.0,6.0,29.0,35.0,14.0,4.0,17.0,89.0,2.0,34.0,11.0,47.0,123.0,8.0,24.0,385.0,73.0,18.0,144.0,51.0,16.0,0.0,286.0
642,105.0,250.0,4067.0,18.0,232.0,11202.0,59.0,43.0,922.0,15.0,372.0,51.0,429.0,3665.0,30.0,158.0,192.0,92.0,2151.0,77.0,30.0,397.0,465.0,304.0,176.0,323.0,17.0,852.0,123.0,1879.0,1175.0,1731.0,92.0,269.0,7418.0,29.0,862.0,17.0,112.0,278.0,201.0,995.0,183.0,313.0,82.0,153.0,367.0,136.0,202.0,59.0,762.0,245.0,3736.0,615.0,2208.0,259.0,955.0,330.0,836.0,412.0,31.0,405.0
648,95.0,268.0,88.0,36.0,22.0,0.0,3.0,190.0,8.0,32.0,552.0,17.0,116.0,17.0,26.0,1.0,168.0,106.0,257.0,16.0,24.0,2409.0,47.0,31.0,10.0,27.0,56.0,22.0,111.0,602.0,96.0,25.0,14.0,361.0,19.0,6107.0,2623.0,22.0,112.0,90.0,26.0,86.0,52.0,23.0,17.0,105.0,1981.0,4.0,157.0,168.0,135.0,68.0,14596.0,150.0,47.0,10.0,45.0,399.0,78.0,158.0,861.0,4.0
649,199.0,867.0,1378.0,190.0,2467.0,5298.0,73.0,207.0,1733.0,192.0,1389.0,226.0,442.0,88.0,138.0,109.0,732.0,222.0,324.0,252.0,166.0,4233.0,313.0,337.0,436.0,307.0,317.0,1711.0,444.0,767.0,626.0,760.0,145.0,422.0,868.0,20573.0,7188.0,122.0,729.0,1477.0,1151.0,654.0,1229.0,497.0,89.0,222.0,1194.0,97.0,347.0,307.0,797.0,296.0,250.0,677.0,4145.0,1266.0,108.0,2172.0,914.0,908.0,78.0,3145.0
65,3.0,0.0,11.0,9.0,16.0,1.0,1.0,14.0,3.0,1.0,1.0,0.0,15.0,3.0,4.0,2.0,8.0,12.0,2.0,1.0,5.0,105.0,4.0,0.0,4.0,4.0,17.0,2.0,7.0,0.0,7.0,5.0,4.0,5.0,3.0,50.0,14.0,6.0,4.0,3.0,4.0,2.0,2.0,8.0,10.0,3.0,3.0,0.0,2.0,5.0,4.0,12.0,4.0,1.0,6.0,1.0,5.0,12.0,2.0,2.0,3.0,3.0
651,16.0,77.0,330.0,11.0,49.0,27.0,4.0,17.0,339.0,11.0,298.0,7.0,44.0,727.0,1.0,3.0,43.0,404.0,9.0,27.0,8.0,437.0,25.0,6.0,145.0,23.0,13.0,14.0,839.0,7.0,34.0,29.0,7.0,285.0,57.0,57.0,258.0,59.0,17.0,31.0,151.0,55.0,339.0,233.0,21.0,19.0,15.0,9.0,10.0,17.0,97.0,460.0,14.0,6.0,135.0,35.0,52.0,70.0,141.0,85.0,6.0,219.0
652,191.0,643.0,371.0,10.0,586.0,114.0,137.0,65.0,1086.0,12.0,302.0,29.0,231.0,454.0,15.0,25.0,344.0,407.0,56.0,6854.0,28.0,1489.0,542.0,86.0,369.0,124.0,14.0,470.0,138.0,132.0,275.0,16.0,17.0,632.0,1244.0,132.0,442.0,7.0,212.0,1233.0,250.0,112.0,968.0,791.0,55.0,31.0,73.0,10.0,29.0,123.0,572.0,1031.0,188.0,1460.0,2162.0,151.0,393.0,1310.0,1741.0,88.0,30.0,1069.0
653,71.0,44.0,13.0,7.0,26.0,38.0,12.0,36.0,13.0,3.0,29.0,16.0,52.0,12.0,10.0,18.0,673.0,21.0,25.0,715.0,11.0,64.0,62.0,137.0,15.0,29.0,16.0,92.0,22.0,15.0,55.0,37.0,8.0,113.0,1020.0,226.0,149.0,7.0,20.0,51.0,31.0,137.0,20.0,24.0,12.0,22.0,55.0,4.0,19.0,52.0,38.0,12.0,16.0,46.0,22.0,19.0,12.0,75.0,25.0,5.0,23.0,53.0
657,35.0,144.0,125.0,18.0,624.0,67.0,6.0,71.0,220.0,9.0,707.0,66.0,586.0,568.0,10.0,7.0,73.0,29.0,19.0,68.0,13.0,321.0,14.0,11.0,30.0,127.0,37.0,274.0,44.0,119.0,107.0,796.0,21.0,171.0,151.0,43.0,1610.0,3.0,349.0,138.0,729.0,31.0,63.0,180.0,31.0,38.0,30.0,10.0,33.0,60.0,81.0,188.0,35.0,477.0,285.0,149.0,1482.0,130.0,156.0,68.0,15.0,50.0
658,29.0,128.0,79.0,8.0,10.0,26.0,60.0,11.0,31.0,15.0,546.0,33.0,226.0,2.0,16.0,41.0,13.0,32.0,4.0,45.0,42.0,363.0,5.0,5.0,34.0,47.0,22.0,10152.0,31.0,12.0,28.0,594.0,9.0,29.0,4398.0,3114.0,1934.0,7.0,195.0,16.0,21.0,234.0,86.0,115.0,40.0,6.0,4200.0,3.0,11.0,33.0,26.0,65.0,38.0,14.0,130.0,7.0,137.0,59.0,6.0,45.0,2.0,3.0
66,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,45.0,0.0,5.0,1.0,0.0,5.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
660,37.0,85.0,19.0,5.0,103.0,641.0,36.0,6.0,645.0,9.0,120.0,238.0,338.0,470.0,8.0,44.0,40.0,822.0,13.0,23.0,14.0,206.0,15.0,9.0,17.0,34.0,3.0,1791.0,32.0,138.0,18.0,401.0,9.0,77.0,3627.0,9.0,224.0,6.0,34.0,222.0,83.0,917.0,428.0,404.0,1.0,23.0,790.0,17.0,45.0,14.0,192.0,127.0,18.0,21.0,69.0,83.0,227.0,193.0,136.0,37.0,5.0,15.0
666,77.0,389.0,109.0,8.0,408.0,2250.0,20.0,14.0,259.0,10.0,192.0,114.0,19.0,212.0,11.0,53.0,443.0,11.0,331.0,881.0,10.0,842.0,141.0,284.0,512.0,250.0,8.0,66.0,27.0,31.0,255.0,85.0,33.0,384.0,3046.0,621.0,874.0,6.0,29.0,157.0,133.0,483.0,70.0,74.0,12.0,158.0,309.0,21.0,111.0,21.0,334.0,96.0,312.0,29.0,115.0,638.0,97.0,335.0,47.0,99.0,8.0,397.0
667,76.0,576.0,42.0,10.0,1452.0,54.0,6.0,41.0,534.0,5.0,1227.0,12.0,82.0,17.0,6.0,11.0,157.0,15.0,30.0,31.0,12.0,918.0,192.0,78.0,27.0,16.0,34.0,23.0,100.0,15.0,109.0,27.0,20.0,219.0,116.0,7.0,5029.0,3.0,998.0,493.0,714.0,106.0,163.0,51.0,25.0,40.0,21.0,6.0,34.0,19.0,214.0,321.0,29.0,1097.0,822.0,18.0,12.0,197.0,86.0,14.0,9.0,9.0
668,4.0,39.0,14.0,2.0,18.0,32.0,3.0,18.0,21.0,0.0,40.0,8.0,8.0,15.0,1.0,6.0,9.0,11.0,170.0,2319.0,9.0,321.0,0.0,5.0,55.0,25.0,4.0,92.0,23.0,3.0,691.0,5.0,7.0,32.0,217.0,8.0,182.0,5.0,12.0,14.0,25.0,13.0,5.0,11.0,11.0,15.0,100.0,2.0,3.0,40.0,9.0,15.0,19.0,19.0,24.0,35.0,11.0,26.0,12.0,21.0,3.0,27.0
673,1017.0,10558.0,1075.0,419.0,12387.0,5548.0,245.0,1382.0,11277.0,435.0,12244.0,1310.0,4289.0,960.0,258.0,147.0,3260.0,6065.0,1234.0,107824.0,493.0,45956.0,1671.0,1046.0,1716.0,1970.0,898.0,1008.0,3015.0,5725.0,4442.0,450.0,390.0,9222.0,1076.0,35807.0,80870.0,205.0,10836.0,16969.0,20353.0,1882.0,13559.0,14328.0,1170.0,747.0,6746.0,181.0,2105.0,2155.0,27573.0,12919.0,1711.0,5134.0,21098.0,1684.0,1051.0,18729.0,7110.0,1150.0,539.0,4956.0
674,104.0,617.0,137.0,16.0,366.0,180.0,14.0,28.0,684.0,13.0,681.0,34.0,521.0,994.0,12.0,8.0,243.0,72.0,39.0,16.0,16.0,2830.0,124.0,10.0,204.0,343.0,34.0,15.0,2029.0,33.0,24.0,24.0,16.0,230.0,157.0,8.0,1470.0,9.0,196.0,495.0,724.0,35.0,167.0,54.0,19.0,20.0,289.0,16.0,34.0,20.0,341.0,364.0,113.0,825.0,58.0,212.0,373.0,346.0,798.0,67.0,21.0,614.0
676,166.0,1021.0,218.0,12.0,375.0,834.0,33.0,587.0,1679.0,13.0,1152.0,21.0,915.0,162.0,17.0,37.0,63.0,227.0,764.0,48621.0,68.0,2539.0,3706.0,3360.0,559.0,659.0,33.0,269.0,430.0,476.0,1056.0,54.0,42.0,2361.0,1264.0,251.0,3414.0,37.0,300.0,250.0,584.0,123.0,52.0,126.0,64.0,421.0,345.0,31.0,448.0,38977.0,391.0,1531.0,7963.0,615.0,268.0,646.0,75.0,6553.0,1224.0,2326.0,623.0,750.0
677,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0
683,4.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
689,55.0,44.0,18.0,4.0,485.0,3850.0,127.0,23.0,216.0,8.0,308.0,112.0,140.0,16.0,26.0,122.0,149.0,16.0,245.0,23.0,6.0,73.0,61.0,752.0,21.0,989.0,2.0,198.0,13.0,2215.0,33.0,18446.0,32.0,325.0,8028.0,2.0,249.0,29.0,52.0,10.0,410.0,185.0,37.0,55.0,15.0,152.0,1738.0,30.0,241.0,11.0,1247.0,1198.0,38.0,306.0,47.0,157.0,112.0,137.0,175.0,61.0,85.0,18.0
690,44.0,116.0,101.0,3.0,29.0,3.0,37.0,87.0,25.0,3.0,216.0,79.0,31.0,292.0,3.0,4.0,21.0,16.0,21.0,52.0,2.0,223.0,42.0,49.0,5.0,90.0,3.0,35.0,5.0,137.0,8.0,1562.0,2.0,126.0,161.0,1.0,192.0,33.0,82.0,21.0,166.0,126.0,14.0,91.0,4.0,8.0,8.0,1.0,65.0,72.0,199.0,23.0,24.0,10.0,15.0,78.0,199.0,94.0,15.0,57.0,11751.0,29.0
693,15.0,14.0,17.0,7.0,40.0,33.0,14.0,12.0,15.0,8.0,16.0,14.0,10.0,8.0,10.0,67.0,8.0,12.0,9.0,9.0,8.0,163.0,21.0,11.0,6.0,15.0,19.0,11.0,17.0,22.0,5.0,14.0,11.0,15.0,18.0,7.0,119.0,11.0,27.0,19.0,14.0,6.0,5.0,13.0,13.0,15.0,13.0,13.0,16.0,2.0,11.0,26.0,10.0,81.0,12.0,62.0,18.0,21.0,24.0,43.0,13.0,6.0
695,26.0,148.0,502.0,14.0,403.0,284.0,54.0,15.0,2462.0,13.0,146.0,98.0,44.0,1025.0,14.0,54.0,104.0,314.0,34.0,77.0,23.0,446.0,111.0,57.0,302.0,30.0,16.0,69.0,247.0,132.0,63.0,51.0,33.0,103.0,103.0,52.0,752.0,43.0,198.0,389.0,185.0,87.0,72.0,56.0,38.0,32.0,119.0,99.0,53.0,66.0,329.0,945.0,66.0,85.0,4938.0,1023.0,148.0,235.0,605.0,494.0,40.0,2257.0
697,3.0,8.0,7.0,2.0,3.0,19.0,3.0,6.0,12.0,4.0,4.0,6.0,2.0,1.0,3.0,19.0,4.0,3.0,1.0,7.0,2.0,10.0,4.0,1.0,5.0,3.0,3.0,7.0,8.0,2.0,3.0,0.0,19.0,8.0,4.0,4.0,30.0,2.0,6.0,1.0,11.0,0.0,1.0,2.0,4.0,2.0,1.0,21.0,5.0,4.0,6.0,17.0,6.0,10.0,4.0,10.0,4.0,9.0,5.0,9.0,5.0,4.0
7,7.0,18.0,39.0,2.0,5.0,27.0,0.0,6.0,237.0,1.0,34.0,2.0,19.0,144.0,2.0,141.0,35.0,2.0,15.0,2.0,2.0,4.0,53.0,315.0,2.0,3.0,2.0,1.0,9.0,6.0,277.0,39.0,242.0,25.0,7.0,172.0,627.0,2.0,59.0,2.0,0.0,6.0,15.0,26.0,14.0,10.0,99.0,39.0,17.0,2.0,42.0,7.0,4.0,168.0,58.0,3.0,61.0,14.0,134.0,11.0,5.0,1.0
701,8.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,2.0,0.0,3.0,15.0,0.0,2.0,1.0,8.0,4.0,3.0,0.0,3.0,4.0,4.0,8.0,2.0,2.0,4.0,8.0,0.0,34.0,1.0,36.0,0.0,44.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,14.0,1.0,1139.0,8.0,1.0,1.0,2.0,10.0,2.0,1.0,0.0
702,4.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,15.0,0.0,2.0,0.0,4.0,6.0,2.0,5.0,0.0,6.0,1.0,1.0,4.0,7.0,1.0,0.0,6.0,2.0,3.0,0.0,3.0,4.0,3.0,1.0,81.0,0.0,136.0,3.0,230.0,0.0,2.0,1.0,1.0,3.0,7.0,0.0,0.0,12.0,0.0,11.0,5.0,475.0,14.0,2.0,4.0,12.0,10.0,5.0,3.0,1.0
703,5.0,14.0,208.0,2.0,7.0,328.0,8.0,10.0,180.0,0.0,304.0,23.0,6.0,843.0,2.0,4.0,14.0,2.0,8.0,11.0,1.0,309.0,4.0,10.0,17.0,136.0,3.0,8.0,374.0,7.0,18.0,889.0,5.0,15.0,16.0,2.0,342.0,0.0,98.0,43.0,105.0,9.0,46.0,202.0,453.0,2.0,8.0,10.0,10.0,6.0,13.0,332.0,14.0,72.0,14.0,7.0,250.0,43.0,94.0,3.0,4.0,2.0
705,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
709,12.0,117.0,456.0,3.0,1318.0,7.0,5.0,20.0,785.0,5.0,744.0,43.0,1032.0,801.0,1.0,4.0,13.0,31.0,37.0,6.0,6.0,45.0,57.0,47.0,242.0,18.0,9.0,15.0,43.0,386.0,19.0,101.0,6.0,380.0,43.0,106.0,563.0,0.0,160.0,370.0,240.0,32.0,64.0,143.0,8.0,17.0,9.0,6.0,31.0,5.0,140.0,276.0,72.0,13.0,880.0,76.0,394.0,272.0,879.0,45.0,6.0,208.0
713,374.0,268.0,568.0,12.0,137.0,2556.0,29.0,21.0,800.0,3.0,205.0,29.0,190.0,989.0,11.0,40.0,3875.0,30.0,1850.0,2434.0,19.0,497.0,576.0,798.0,64.0,212.0,5.0,2224.0,73.0,163.0,3425.0,232.0,20.0,312.0,1097.0,16.0,946.0,4.0,415.0,202.0,195.0,344.0,81.0,35.0,43.0,34.0,308.0,24.0,197.0,47.0,690.0,935.0,102.0,55.0,97.0,118.0,11.0,689.0,257.0,54.0,28.0,354.0
717,235.0,1305.0,1025.0,23.0,1372.0,1931.0,49.0,35.0,526.0,30.0,838.0,474.0,229.0,8967.0,19.0,61.0,374.0,1008.0,768.0,47.0,30.0,835.0,506.0,181.0,413.0,730.0,34.0,294.0,127.0,175.0,400.0,390.0,86.0,1515.0,349.0,387.0,1392.0,19.0,478.0,679.0,781.0,731.0,747.0,327.0,152.0,148.0,555.0,214.0,117.0,37.0,1315.0,1145.0,2218.0,955.0,453.0,786.0,1224.0,474.0,630.0,1164.0,21.0,1577.0
721,4.0,8.0,12.0,13.0,12.0,35.0,1.0,4.0,9.0,3.0,1.0,2.0,12.0,2.0,2.0,14.0,17.0,10.0,3.0,11.0,5.0,41.0,9.0,1.0,7.0,4.0,4.0,10.0,18.0,9.0,4.0,4.0,5.0,9.0,5.0,5.0,27.0,8.0,38.0,5.0,14.0,8.0,7.0,2.0,0.0,0.0,2.0,7.0,6.0,3.0,2.0,22.0,7.0,20.0,15.0,7.0,2.0,11.0,29.0,7.0,2.0,10.0
724,5.0,11.0,11.0,7.0,16.0,22.0,0.0,7.0,9.0,2.0,6.0,4.0,5.0,4.0,4.0,105.0,10.0,31.0,4.0,8.0,6.0,24.0,3.0,4.0,7.0,3.0,5.0,4.0,8.0,12.0,14.0,3.0,92.0,8.0,2.0,9.0,22.0,3.0,18.0,17.0,8.0,4.0,4.0,6.0,6.0,8.0,18.0,62.0,5.0,13.0,8.0,12.0,13.0,6.0,13.0,3.0,2.0,8.0,15.0,84.0,1.0,8.0
727,287.0,728.0,997.0,15.0,1226.0,2070.0,32.0,102.0,2220.0,22.0,971.0,872.0,893.0,307.0,27.0,59.0,796.0,1163.0,771.0,57.0,18.0,1103.0,666.0,212.0,754.0,2292.0,36.0,59.0,9648.0,879.0,363.0,1200.0,54.0,712.0,1920.0,19.0,4300.0,14.0,770.0,560.0,1322.0,1475.0,481.0,243.0,3393.0,158.0,1164.0,29.0,364.0,101.0,1890.0,771.0,179.0,2987.0,134.0,492.0,278.0,417.0,872.0,539.0,1618.0,454.0
