strain_id,A_MTX_5-FC.ERV25_EMP47,A_MTX_5-FC.ERG11_ACF2,A_MTX_5-FC.SSH1_PIS1,A_MTX_5-FC.HNM1_TPO4,A_MTX_5-FC.ADE17_HYR1,A_MTX_5-FC.FMP45_MID2,A_MTX_5-FC.GTR1_SLM4,A_MTX_5-FC.ERV25_ORM2,A_MTX_5-FC.HNM1_MAM33,A_MTX_5-FC.TPO1_TCB2,A_MTX_5-FC.HNM1_MID2,A_MTX_5-FC.TPO1_TPO2,A_MTX_5-FC.ERV25_PIS1,A_MTX_5-FC.MID2_PIN2,A_MTX_5-FC.ERG11_MID2,A_MTX_5-FC.FMP45_MEP1,A_MTX_5-FC.DHH1_LSM3,A_MTX_5-FC.MID2_WSC2,A_MTX_5-FC.ADE17_PGM2,A_MTX_5-FC.PMC1_CTR2,A_MTX_5-FC.RET2_EMP47,A_MTX_5-FC.PLM2_SNA3,A_MTX_5-FC.MID2_MAM33,A_MTX_5-FC.FMP45_HNM1,A_MTX_5-FC.ERG11_ORM2,A_MTX_5-FC.ERG11_PIS1,A_MTX_5-FC.ALO1_ADE17,A_MTX_5-FC.RET2_EMP70,A_MTX_5-FC.PMC1_GTR2,A_MTX_5-FC.ERG11_HYR1,A_MTX_5-FC.TPO1_MID2,A_MTX_5-FC.MID2_TPO4,A_MTX_5-FC.ALO1_UIP4,A_MTX_5-FC.ERG11_ERV25,A_MTX_5-FC.SRO9_GIS2,A_MTX_5-FC.SNA4_VAC8,A_MTX_5-FC.ERV25_ERG5,A_MTX_5-FC.noPPI_reference,A_MTX_5-FC.MID2_TPO2,A_MTX_5-FC.SRO9_SGN1,A_MTX_5-FC.ERV25_RBD2,A_MTX_5-FC.HNM1_TPO2,A_MTX_5-FC.HUG1_PGM2,A_MTX_5-FC.HNM1_TPO1,A_MTX_5-FC.ERG11_ERG5,A_MTX_5-FC.HUG1_ALO1,A_MTX_5-FC.HNM1_RBD2,A_MTX_5-FC.ERV25_UIP4,A_MTX_5-FC.MID2_RSN1,A_MTX_5-FC.ERG27_ACF2,A_MTX_5-FC.HNM1_ERG11,A_MTX_5-FC.SSH1_ERG11,A_MTX_5-FC.ERG11_TPO4,A_MTX_5-FC.PLM2_HNM1,A_MTX_5-FC.SSH1_ERV25,A_MTX_5-FC.ALO1_HYR1,A_MTX_5-FC.SNA4_GTR2,A_MTX_5-FC.SSH1_ORM2,A_MTX_5-FC.HUG1_ADE17,A_MTX_5-FC.ADE17_GIS2,A_MTX_5-FC.RET2_SNA3,A_MTX_5-FC.SRO9_DHH1
541,6.0,4.0,1.0,0.0,1.0,9.0,8.0,19.0,1.0,5.0,7.0,8.0,4.0,4.0,10.0,60.0,27.0,2.0,8.0,9.0,13.0,7.0,13.0,59.0,29.0,5.0,2.0,42.0,4.0,456,6.0,4.0,8.0,2.0,14.0,3.0,15.0,4.0,2.0,5.0,4.0,7.0,69.0,1.0,10.0,6.0,3.0,3.0,24.0,4.0,2.0,0.0,5.0,2.0,10.0,2.0,3.0,21.0,5.0,3.0,10.0,9.0
543,10.0,3.0,2.0,0.0,0.0,7.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,14.0,7.0,66.0,1.0,4.0,16.0,9.0,4.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,22,5.0,2.0,1.0,28.0,6.0,2.0,0.0,2.0,4.0,3.0,3.0,1.0,12.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,7.0,3.0,4.0,1.0,12.0,1.0,6.0,4.0,7.0,35.0,0.0,0.0
545,540.0,147.0,51.0,82.0,13.0,635.0,26.0,227.0,217.0,248.0,185.0,385.0,933.0,122.0,64.0,478.0,569.0,11.0,12.0,168.0,18.0,28.0,62.0,155.0,115.0,247.0,1253.0,66.0,312.0,392,381.0,117.0,977.0,57.0,163.0,17.0,650.0,323.0,66.0,665.0,35.0,175.0,1364.0,79.0,67.0,239.0,12.0,1067.0,73.0,22.0,144.0,32.0,284.0,81.0,181.0,423.0,105.0,46.0,2180.0,10.0,25.0,650.0
546,7.0,2.0,14.0,1.0,3.0,2.0,6.0,37.0,4.0,6.0,2.0,11.0,2.0,9.0,44.0,2.0,132.0,5.0,7.0,14.0,13.0,6.0,4.0,6.0,4.0,1.0,0.0,13.0,1.0,1425,10.0,0.0,1.0,58.0,61.0,0.0,20.0,4.0,3.0,25.0,4.0,0.0,9.0,2.0,43.0,3.0,0.0,5.0,2.0,4.0,2.0,1.0,6.0,1.0,6.0,3.0,7.0,2.0,2.0,19.0,9.0,3.0
557,28.0,3.0,9.0,13.0,13.0,24.0,21.0,39.0,2.0,5.0,5.0,6.0,7.0,21.0,56.0,7.0,291.0,1.0,6.0,21.0,12.0,3.0,13.0,11.0,12.0,8.0,0.0,10.0,27.0,386,11.0,7.0,3.0,196.0,18.0,7.0,25.0,7.0,7.0,21.0,21.0,5.0,13.0,4.0,25.0,14.0,19.0,8.0,8.0,2.0,5.0,4.0,63.0,16.0,21.0,2.0,17.0,5.0,7.0,17.0,11.0,6.0
559,3.0,6.0,3.0,3.0,8.0,5.0,8.0,8.0,1.0,5.0,4.0,7.0,6.0,12.0,2.0,8.0,86.0,3.0,5.0,3.0,3.0,2.0,5.0,10.0,1.0,8.0,2.0,7.0,6.0,65,3.0,5.0,6.0,4.0,1.0,4.0,2.0,472.0,28.0,9.0,3.0,1.0,9.0,94.0,16.0,8.0,3.0,6.0,13.0,5.0,2.0,0.0,3.0,6.0,7.0,1.0,14.0,130.0,2.0,1.0,5.0,2.0
564,66.0,9.0,11.0,30.0,34.0,206.0,11.0,60.0,5.0,57.0,4.0,65.0,7.0,39.0,107.0,632.0,109.0,8.0,24.0,48.0,4.0,10.0,84.0,33.0,9.0,22.0,4.0,15.0,47.0,103,23.0,63.0,9.0,12.0,147.0,11.0,22.0,784.0,28.0,45.0,1719.0,17.0,775.0,87.0,34.0,140.0,26.0,14.0,79.0,9.0,32.0,28.0,61.0,15.0,513.0,5.0,43.0,17.0,53.0,12.0,9.0,51.0
567,131.0,69.0,13.0,303.0,12.0,560.0,20.0,79.0,9.0,1163.0,236.0,1512.0,9.0,130.0,335.0,595.0,1875.0,8.0,12.0,178.0,46.0,39.0,50.0,93.0,80.0,156.0,11.0,30.0,251.0,3442,488.0,381.0,71.0,238.0,371.0,9.0,369.0,376.0,53.0,157.0,30.0,3.0,74.0,11.0,136.0,44.0,19.0,120.0,39.0,215.0,67.0,29.0,768.0,39.0,532.0,92.0,56.0,16.0,12.0,17.0,36.0,222.0
57,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,3.0,2.0,3.0,2.0,18,2.0,0.0,4.0,5.0,8.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0
571,27.0,65.0,88.0,674.0,21.0,348.0,28.0,41.0,51.0,82.0,69.0,144.0,2.0,149.0,334.0,833.0,243.0,511.0,8.0,140.0,17.0,64.0,78.0,25.0,19.0,156.0,94.0,31.0,225.0,38,543.0,120.0,17.0,9.0,26.0,15.0,21.0,356.0,69.0,22.0,29.0,175.0,1649.0,112.0,87.0,475.0,7.0,128.0,73.0,1365.0,103.0,77.0,84.0,160.0,393.0,5.0,214.0,57.0,440.0,31.0,14.0,100.0
574,10.0,1.0,2.0,2.0,2.0,7.0,9.0,3.0,3.0,1.0,4.0,1.0,1.0,6.0,3.0,1.0,42.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,154,1.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,2.0,7.0,6.0,0.0,11.0,1.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,0.0,3.0,2.0,0.0,4.0,1.0,0.0
576,2.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,5.0,51.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,16,2.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,10.0,2.0,0.0,10.0,2.0,4.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0
578,2051.0,3713.0,302.0,2255.0,139.0,7589.0,257.0,475.0,2869.0,377.0,1416.0,630.0,507.0,2170.0,1811.0,9757.0,5423.0,152.0,104.0,539.0,67.0,4403.0,613.0,1196.0,137.0,1774.0,57.0,133.0,1492.0,6683,557.0,1313.0,2768.0,570.0,365.0,842.0,3586.0,2960.0,539.0,454.0,100.0,2934.0,1061.0,1362.0,1150.0,694.0,6630.0,4960.0,610.0,1098.0,4087.0,218.0,1957.0,1565.0,2358.0,2122.0,1293.0,389.0,96.0,89.0,107.0,179.0
58,5.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,8.0,2.0,10.0,8.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,55,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,2.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,5.0,3.0,1.0,2.0,0.0
581,6.0,0.0,1.0,1.0,0.0,9.0,12.0,16.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,2.0,34.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,18.0,4.0,0.0,139,2.0,0.0,3.0,95.0,13.0,1.0,0.0,0.0,1.0,8.0,5.0,1.0,9.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,6.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
586,28.0,14.0,6.0,19.0,12.0,38.0,17.0,60.0,8.0,15.0,21.0,10.0,4.0,24.0,23.0,23.0,313.0,10.0,200.0,11.0,8.0,74.0,13.0,20.0,12.0,20.0,9.0,9.0,18.0,642,15.0,14.0,12.0,5.0,36.0,10.0,13.0,10.0,11.0,29.0,29.0,7.0,26.0,9.0,24.0,26.0,16.0,14.0,21.0,9.0,10.0,13.0,14.0,13.0,52.0,12.0,23.0,14.0,42.0,8.0,14.0,9.0
588,28.0,12.0,17.0,11.0,23.0,11.0,19.0,31.0,6.0,0.0,30.0,14.0,1.0,19.0,10.0,9.0,119.0,2.0,2.0,15.0,4.0,3.0,1.0,6.0,7.0,5.0,6.0,5.0,10.0,196,3.0,5.0,12.0,5.0,5.0,5.0,50.0,3156.0,14.0,24.0,19.0,22.0,19.0,4.0,6.0,14.0,9.0,26.0,9.0,1.0,73.0,5.0,5.0,33.0,109.0,3.0,15.0,54.0,3.0,2.0,6.0,6.0
589,8.0,1.0,3.0,3.0,15.0,27.0,19.0,15.0,9.0,26.0,1.0,7.0,2.0,15.0,76.0,13.0,82.0,65.0,141.0,13.0,9.0,63.0,62.0,8.0,24.0,26.0,12.0,12.0,22.0,424,10.0,1.0,8.0,256.0,108.0,2.0,10.0,2.0,8.0,6.0,11.0,13.0,7.0,6.0,84.0,10.0,56.0,6.0,5.0,2.0,1.0,4.0,9.0,6.0,2.0,0.0,14.0,2.0,15.0,45.0,6.0,7.0
59,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
590,16.0,10.0,73.0,9.0,12.0,17.0,10.0,19.0,7.0,10.0,4.0,9.0,1.0,22.0,8.0,16.0,155.0,3.0,11.0,5.0,6.0,2.0,6.0,5.0,7.0,11.0,2.0,7.0,8.0,35,10.0,6.0,9.0,28.0,20.0,13.0,3.0,5.0,5.0,25.0,5.0,2.0,16.0,5.0,19.0,4.0,7.0,5.0,5.0,2.0,3.0,2.0,7.0,4.0,16.0,2.0,30.0,3.0,4.0,9.0,2.0,4.0
596,3.0,2.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,54.0,10.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,8.0,0.0,3.0,3.0,55,1.0,1.0,2.0,18.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0,2.0,0.0,53.0,3.0,8.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,8.0,1.0,1.0,1.0,2.0
598,151.0,88.0,297.0,872.0,119.0,676.0,57.0,624.0,185.0,487.0,493.0,1909.0,341.0,136.0,682.0,803.0,5288.0,188.0,136.0,75.0,120.0,138.0,231.0,310.0,31.0,257.0,25.0,51.0,90.0,3714,819.0,56.0,50.0,25.0,52.0,86.0,290.0,339.0,49.0,392.0,146.0,2444.0,429.0,1037.0,422.0,421.0,201.0,253.0,112.0,34.0,718.0,113.0,1455.0,350.0,310.0,20.0,316.0,14.0,1901.0,13232.0,41.0,88.0
599,700.0,333.0,179.0,1473.0,92.0,4998.0,11618.0,1884.0,711.0,2110.0,730.0,3978.0,43.0,3604.0,2931.0,3058.0,25232.0,326.0,63.0,386.0,103.0,740.0,1118.0,974.0,2078.0,1742.0,112.0,156.0,511.0,2307,4052.0,1988.0,621.0,780.0,978.0,2335.0,1049.0,590.0,1765.0,1964.0,197.0,3799.0,4580.0,1046.0,1037.0,1810.0,2035.0,252.0,753.0,1137.0,1003.0,595.0,2833.0,538.0,5709.0,41.0,1638.0,2155.0,1149.0,75.0,111.0,1048.0
599_ref1,50.0,6.0,149.0,14.0,162.0,117.0,9.0,2.0,407.0,5.0,4.0,22.0,108.0,11.0,5.0,40.0,23.0,62.0,169.0,49.0,0.0,519.0,64.0,25.0,10.0,3.0,373.0,5.0,76.0,203,23.0,9.0,121.0,8.0,17.0,8.0,3.0,15.0,32.0,8.0,6760.0,4.0,86.0,6.0,32.0,14.0,3425.0,25.0,42.0,4.0,2.0,4.0,9.0,117.0,11.0,224.0,6.0,15.0,14.0,3.0,2.0,11.0
599_ref2,47.0,7.0,138.0,11.0,78.0,49.0,1.0,3.0,259.0,4.0,2.0,14.0,46.0,12.0,1.0,32.0,13.0,36.0,76.0,12.0,2.0,391.0,30.0,12.0,10.0,5.0,287.0,2.0,47.0,137,14.0,4.0,44.0,5.0,10.0,4.0,0.0,8.0,16.0,8.0,2809.0,5.0,39.0,2.0,10.0,5.0,1603.0,20.0,14.0,0.0,6.0,3.0,2.0,31.0,1.0,113.0,4.0,25.0,16.0,8.0,3.0,4.0
6,6.0,2.0,4.0,9.0,19.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,8.0,4.0,48.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,13.0,3.0,2.0,3.0,2.0,20,3.0,2.0,4.0,4.0,112.0,1.0,1.0,10.0,9.0,6.0,5.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,37.0,1.0,4.0,1.0,103.0,5.0,3.0,1.0
60,790.0,81.0,50.0,4648.0,24.0,475.0,178.0,518.0,362.0,28.0,4569.0,57.0,735.0,348.0,2288.0,445.0,47.0,13.0,18.0,150.0,53.0,89.0,41.0,228.0,78.0,766.0,51.0,57.0,546.0,6539,34.0,610.0,478.0,845.0,281.0,18.0,3450.0,43.0,93.0,401.0,26.0,582.0,428.0,1051.0,689.0,799.0,23.0,85.0,39.0,1001.0,2051.0,94.0,5371.0,190.0,1890.0,336.0,172.0,61.0,44.0,27.0,74.0,219.0
607,3.0,2.0,6.0,1.0,6.0,3.0,1.0,6.0,0.0,4.0,18.0,6.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,49.0,1.0,0.0,1.0,5.0,1.0,1.0,292.0,5.0,13,6.0,4.0,1.0,1.0,1.0,0.0,1.0,658.0,2.0,1.0,3.0,1.0,6.0,0.0,2.0,1.0,4.0,44.0,6.0,3.0,2.0,0.0,2.0,7.0,2.0,1.0,0.0,36.0,0.0,2.0,34.0,0.0
61,11.0,1.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,28,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
611,8.0,0.0,5.0,1.0,3.0,8.0,7.0,11.0,6.0,12.0,3.0,5.0,3.0,4.0,21.0,4.0,33.0,8.0,21.0,2.0,7.0,30.0,35.0,2.0,5.0,1.0,7.0,10.0,19.0,595,5.0,0.0,5.0,420.0,19.0,1.0,4.0,4.0,1.0,18.0,0.0,6.0,6.0,4.0,48.0,1.0,13.0,5.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,15.0,4.0,2.0,0.0
616,259.0,360.0,245.0,364.0,19.0,482.0,30.0,340.0,56.0,18.0,318.0,19.0,19.0,276.0,305.0,172.0,1892.0,13.0,13.0,48.0,178.0,15.0,80.0,163.0,590.0,970.0,18.0,979.0,67.0,1339,38.0,263.0,1202.0,465.0,243.0,601.0,232.0,440.0,124.0,601.0,42.0,336.0,3442.0,104.0,215.0,859.0,12.0,716.0,47.0,201.0,114.0,88.0,613.0,31.0,1068.0,530.0,236.0,485.0,1143.0,19.0,109.0,218.0
619,10.0,1.0,2.0,10.0,7.0,28.0,4.0,6.0,9.0,16.0,6.0,6.0,3.0,14.0,23.0,10.0,134.0,50.0,59.0,16.0,3.0,140.0,49.0,9.0,16.0,2.0,31.0,4.0,22.0,54,5.0,3.0,5.0,4.0,13.0,0.0,3.0,1.0,7.0,14.0,14.0,22.0,8.0,6.0,10.0,4.0,22.0,2.0,5.0,3.0,6.0,2.0,12.0,11.0,16.0,4.0,10.0,3.0,3.0,11.0,4.0,1.0
622,30.0,9.0,2.0,7.0,6.0,17.0,18.0,63.0,5.0,6.0,3.0,10.0,2.0,37.0,24.0,9.0,403.0,11.0,5.0,13.0,2.0,14.0,20.0,13.0,19.0,10.0,2.0,5.0,21.0,78,13.0,10.0,7.0,3.0,7.0,12.0,11.0,5.0,8.0,46.0,30.0,3.0,17.0,8.0,57.0,13.0,17.0,14.0,9.0,4.0,7.0,2.0,8.0,6.0,44.0,6.0,22.0,6.0,279.0,8.0,6.0,3.0
627,12.0,72.0,3.0,3.0,6.0,166.0,8.0,129.0,3.0,2.0,10.0,8.0,4.0,41.0,123.0,3.0,320.0,8.0,2.0,43.0,5.0,17.0,15.0,24.0,49.0,181.0,51.0,7.0,93.0,235,5.0,11.0,17.0,201.0,19.0,3.0,4.0,598.0,15.0,96.0,14.0,0.0,180.0,3.0,24.0,33.0,7.0,36.0,13.0,35.0,7.0,32.0,200.0,16.0,217.0,2.0,37.0,183.0,4.0,4.0,5.0,513.0
631,120.0,80.0,63.0,835.0,19.0,55.0,546.0,898.0,79.0,55.0,455.0,68.0,568.0,588.0,1132.0,132.0,8535.0,46.0,141.0,93.0,63.0,495.0,204.0,49.0,1500.0,2111.0,430.0,64.0,56.0,6292,90.0,565.0,63.0,2920.0,930.0,17.0,455.0,16.0,227.0,2953.0,44.0,986.0,125.0,291.0,794.0,109.0,28.0,80.0,244.0,81.0,133.0,285.0,1024.0,46.0,1226.0,487.0,197.0,635.0,71.0,63.0,47.0,324.0
632,76.0,49.0,32.0,34.0,68.0,115.0,70.0,100.0,48.0,45.0,50.0,52.0,47.0,86.0,37.0,145.0,719.0,28.0,66.0,89.0,72.0,26.0,63.0,59.0,45.0,103.0,24.0,115.0,123.0,819,65.0,63.0,76.0,131.0,42.0,72.0,47.0,33.0,40.0,128.0,70.0,31.0,133.0,33.0,162.0,95.0,85.0,54.0,103.0,66.0,53.0,10.0,60.0,43.0,160.0,39.0,132.0,50.0,52.0,116.0,76.0,47.0
636,5.0,6.0,3.0,0.0,3.0,10.0,2.0,7.0,1.0,11.0,3.0,9.0,2.0,11.0,59.0,23.0,53.0,1.0,3.0,1.0,5.0,2.0,6.0,7.0,3.0,16.0,3.0,10.0,5.0,1196,10.0,6.0,3.0,4.0,87.0,2.0,4.0,0.0,4.0,14.0,1.0,0.0,9.0,0.0,149.0,7.0,7.0,6.0,4.0,3.0,0.0,1.0,31.0,0.0,8.0,0.0,12.0,1.0,3.0,7.0,11.0,1.0
638,35.0,6.0,5.0,2.0,2.0,131.0,254.0,93.0,13.0,37.0,5.0,6.0,9.0,45.0,31.0,47.0,68.0,7.0,19.0,23.0,5.0,16.0,101.0,13.0,6.0,65.0,267.0,4.0,11.0,22,15.0,26.0,77.0,254.0,73.0,1.0,42.0,116.0,9.0,113.0,7.0,14.0,58.0,5.0,13.0,137.0,2.0,16.0,5.0,21.0,22.0,6.0,197.0,80.0,34.0,534.0,15.0,4.0,17.0,5.0,4.0,50.0
639,85.0,93.0,19.0,27.0,15.0,63.0,64.0,55.0,26.0,24.0,34.0,37.0,33.0,250.0,102.0,61.0,1805.0,749.0,20.0,78.0,29.0,20.0,33.0,51.0,32.0,243.0,25.0,44.0,136.0,504,47.0,43.0,46.0,106.0,40.0,10.0,29.0,126.0,98.0,75.0,46.0,37.0,184.0,22.0,48.0,83.0,43.0,66.0,58.0,33.0,34.0,23.0,53.0,29.0,126.0,612.0,61.0,28.0,36.0,15.0,38.0,56.0
64,106.0,16.0,15.0,45.0,3.0,39.0,14.0,163.0,4.0,48.0,32.0,122.0,9.0,63.0,29.0,169.0,331.0,10.0,9.0,40.0,12.0,1721.0,16.0,33.0,29.0,82.0,8.0,13.0,26.0,121,120.0,51.0,25.0,14.0,339.0,6.0,240.0,43.0,18.0,347.0,9.0,11.0,387.0,17.0,34.0,12.0,8.0,404.0,7.0,13.0,46.0,12.0,85.0,10.0,19.0,100.0,30.0,42.0,5.0,24.0,3.0,177.0
640,28.0,2.0,49.0,27.0,4.0,312.0,8.0,37.0,214.0,29.0,68.0,101.0,7.0,303.0,53.0,138.0,1113.0,29.0,2.0,29.0,4.0,24.0,127.0,32.0,12.0,15.0,170.0,16.0,47.0,204,204.0,96.0,47.0,6.0,13.0,45.0,171.0,22.0,26.0,187.0,17.0,149.0,354.0,174.0,7.0,115.0,4.0,91.0,90.0,399.0,26.0,13.0,72.0,90.0,177.0,4.0,99.0,41.0,27.0,6.0,6.0,8.0
642,1498.0,248.0,413.0,1559.0,43.0,2218.0,92.0,897.0,817.0,405.0,286.0,350.0,67.0,176.0,441.0,991.0,10539.0,19.0,29.0,337.0,78.0,949.0,215.0,208.0,422.0,327.0,49.0,201.0,345.0,359,372.0,353.0,1206.0,456.0,43.0,56.0,947.0,3510.0,61.0,502.0,263.0,1762.0,15170.0,316.0,113.0,1755.0,35.0,3165.0,145.0,6546.0,269.0,64.0,163.0,348.0,1363.0,68.0,334.0,2814.0,1270.0,24.0,83.0,41.0
643,3.0,3.0,0.0,1.0,1.0,4.0,2.0,44.0,5.0,0.0,1.0,0.0,3.0,3.0,2.0,10.0,23.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,19,4.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,79.0,0.0,3.0,9.0,0.0,43.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,2.0,4.0,13.0,0.0,3.0,0.0
648,140.0,68.0,2409.0,158.0,3523.0,1588.0,211.0,142.0,1291.0,313.0,171.0,53.0,21.0,3265.0,1973.0,780.0,254.0,3318.0,289.0,50.0,41.0,41389.0,3615.0,383.0,70.0,929.0,85.0,28.0,111.0,2294,57.0,204.0,180.0,273.0,121.0,30.0,23.0,834.0,777.0,71.0,43.0,64.0,28.0,87.0,81.0,151.0,3505.0,43.0,161.0,16.0,558.0,295.0,25.0,1272.0,683.0,5.0,662.0,677.0,21.0,481.0,27.0,33.0
649,462.0,640.0,454.0,293.0,87.0,4197.0,316.0,537.0,714.0,4422.0,853.0,1733.0,104.0,2102.0,1379.0,1794.0,24318.0,632.0,56.0,792.0,183.0,318.0,596.0,612.0,441.0,720.0,112.0,261.0,1364.0,4615,3183.0,2274.0,595.0,1484.0,561.0,90.0,1654.0,2383.0,1004.0,745.0,295.0,834.0,2273.0,242.0,478.0,892.0,147.0,329.0,2458.0,4364.0,1168.0,202.0,2817.0,983.0,2852.0,337.0,1080.0,2157.0,3245.0,98.0,206.0,389.0
65,9.0,1.0,7.0,2.0,7.0,8.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,1.0,10.0,8.0,78.0,4.0,2.0,5.0,6.0,0.0,1.0,5.0,4.0,6.0,0.0,1.0,8.0,28,3.0,3.0,2.0,1.0,7.0,0.0,1.0,1.0,2.0,10.0,8.0,0.0,7.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,0.0,3.0,4.0,3.0,22.0,1.0,0.0
651,366.0,21.0,41.0,39.0,6.0,20.0,957.0,79.0,14.0,117.0,42.0,94.0,46.0,112.0,54.0,227.0,823.0,7.0,3.0,300.0,9.0,29.0,28.0,35.0,65.0,127.0,28.0,6.0,208.0,62,137.0,278.0,332.0,13.0,82.0,2.0,296.0,506.0,64.0,343.0,10.0,70.0,181.0,10.0,53.0,235.0,7.0,920.0,105.0,30.0,84.0,22.0,27.0,29.0,153.0,146.0,64.0,203.0,43.0,7.0,20.0,179.0
652,1429.0,296.0,121.0,1048.0,32.0,882.0,97.0,2264.0,114.0,352.0,860.0,452.0,297.0,1074.0,226.0,511.0,10787.0,202.0,34.0,1078.0,25.0,1130.0,226.0,352.0,98.0,330.0,179.0,42.0,2090.0,1719,710.0,2344.0,1880.0,1208.0,183.0,2027.0,2295.0,389.0,1383.0,1807.0,1578.0,1586.0,1287.0,264.0,149.0,514.0,33.0,2580.0,444.0,306.0,802.0,354.0,393.0,164.0,2210.0,1818.0,1153.0,137.0,1255.0,30.0,63.0,318.0
653,27.0,51.0,25.0,65.0,27.0,967.0,21.0,37.0,36.0,22.0,30.0,46.0,7.0,37.0,44.0,359.0,174.0,146.0,28.0,22.0,9.0,17.0,50.0,78.0,17.0,14.0,9.0,36.0,51.0,185,38.0,36.0,14.0,7.0,59.0,312.0,27.0,314.0,29.0,33.0,33.0,68.0,2476.0,106.0,44.0,261.0,99.0,47.0,43.0,183.0,35.0,57.0,3.0,27.0,82.0,13.0,64.0,30.0,458.0,29.0,11.0,22.0
657,159.0,219.0,215.0,17.0,30.0,223.0,39.0,127.0,27.0,191.0,129.0,66.0,23.0,81.0,288.0,542.0,1524.0,35.0,66.0,112.0,45.0,74.0,65.0,70.0,195.0,762.0,15.0,42.0,152.0,2237,78.0,46.0,284.0,198.0,482.0,35.0,177.0,331.0,26.0,293.0,44.0,82.0,192.0,15.0,424.0,60.0,47.0,170.0,46.0,127.0,177.0,47.0,523.0,82.0,353.0,22.0,112.0,88.0,43.0,45.0,61.0,171.0
