seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
XV,Xu_2009_SUTs,transcript,225683,226587,.,+,.,ID=ST3039;Name=SUT356;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6694;expr_in_YPE/YPD=0.494784191312939;expr_in_YPGal/YPD=0.225476382483597;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.486817505004786;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.00115955866600626;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT356
XV,Xu_2009_SUTs,transcript,241595,242515,.,+,.,ID=ST3047;Name=SUT357;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT357
XV,Xu_2009_SUTs,transcript,303417,304593,.,+,.,ID=ST3070;Name=SUT358;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6714;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.269247968034959;expr_in_YPGal/YPD=0.0451443871894761;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.645581186630505;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.538233360200896;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT358
XV,Xu_2009_SUTs,transcript,326149,326453,.,-,.,ID=ST6721;Name=SUT769;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3079;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.568696579753722;expr_in_YPGal/YPD=-1.1920957069117;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.835739554331008;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.673090321074451;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.898094198364981;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.060290040937871,SUT769
XV,Xu_2009_SUTs,transcript,335881,337185,.,+,.,ID=ST3085;Name=SUT359;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6723;expr_in_YPE/YPD=-1.1509514756365;expr_in_YPGal/YPD=-0.819909554620573;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.133432565667974;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.106581296968642;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT359
XV,Xu_2009_SUTs,transcript,337465,338401,.,+,.,ID=ST3086;Name=SUT360;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST6723;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.929485446590938;expr_in_YPGal/YPD=-0.339460252779533;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.784752664915897;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.0192601730778659;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.133432565667974;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.106581296968642,SUT360
XV,Xu_2009_SUTs,transcript,348698,349018,.,+,.,ID=ST3088;Name=SUT361;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6728;expr_in_YPE/YPD=-0.362797274816745;expr_in_YPGal/YPD=-0.231247275832439;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.330395673537991;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.437487915968092;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT361
XV,Xu_2009_SUTs,transcript,348990,349750,.,-,.,"ID=ST6728;Name=SUT770;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3088,ST3089;expr_in_YPE/YPD=0.330395673537991;expr_in_YPGal/YPD=-0.437487915968092;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.362797274816745,-1.67815031793345;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.231247275832439,-0.902964842453482;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT770
XV,Xu_2009_SUTs,transcript,355206,355822,.,-,.,ID=ST6729;Name=SUT771;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3090;expr_in_YPE/YPD=1.12223808696974;expr_in_YPGal/YPD=0.758109381707958;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.40432283756627;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.293506175025101;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT771
XV,Xu_2009_SUTs,transcript,356158,357222,.,-,.,"ID=ST6730;Name=SUT772;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3092;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.24245961369471;expr_in_YPGal/YPD=-0.401479535103838;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.40432283756627,-1.0730769738984;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.293506175025101,-0.298182240698796;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.733812390378848;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.455695840518081",SUT772
XV,Xu_2009_SUTs,transcript,368638,369446,.,-,.,ID=ST6733;Name=SUT773;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3095;expr_in_YPE/YPD=-0.234302352302962;expr_in_YPGal/YPD=-0.335677952855396;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.910415134022318;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT773
XV,Xu_2009_SUTs,transcript,371118,371350,.,-,.,ID=ST6735;Name=SUT774;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3096;expr_in_YPE/YPD=-0.039324978595606;expr_in_YPGal/YPD=-0.395621935325907;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.869901077992127;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.218261464524613;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT774
XV,Xu_2009_SUTs,transcript,371710,372414,.,-,.,ID=ST6736;Name=SUT775;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3096;expr_in_YPE/YPD=1.46771396450741;expr_in_YPGal/YPD=0.199713639902112;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.869901077992127;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.218261464524613;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT775
XV,Xu_2009_SUTs,transcript,385114,386370,.,+,.,ID=ST3101;Name=SUT362;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT362
XV,Xu_2009_SUTs,transcript,400126,401414,.,-,.,ID=ST6749;Name=SUT776;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3106;expr_in_YPE/YPD=-1.09920530589987;expr_in_YPGal/YPD=-0.595769911220858;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.524454700064831;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.102107807982143;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT776
XV,Xu_2009_SUTs,transcript,408138,408218,.,+,.,ID=ST3110;Name=SUT363;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT363
XV,Xu_2009_SUTs,transcript,416185,416505,.,+,.,ID=ST3115;Name=SUT364;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6757;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.573080971748487;expr_in_YPGal/YPD=0.8727805803715;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-3.63548288942412;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-2.30792254219318;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT364
XV,Xu_2009_SUTs,transcript,418209,418577,.,+,.,ID=ST3116;Name=SUT365;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST6757;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.40150268163848;expr_in_YPGal/YPD=-1.55364921109486;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.1344410547545;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.12870530092696;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-3.63548288942412;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-2.30792254219318,SUT365
XV,Xu_2009_SUTs,transcript,422401,424728,.,+,.,"ID=ST3119;Name=SUT366;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6759,ST6760;expr_in_YPE/YPD=-0.488404385606;expr_in_YPGal/YPD=-0.13142854759881;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.489364669651536,-1.78659783724873;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.00597106542119175,-0.353848613476542;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT366
XV,Xu_2009_SUTs,transcript,444096,444536,.,+,.,ID=ST3126;Name=SUT367;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT367
XV,Xu_2009_SUTs,transcript,447260,448364,.,-,.,ID=ST6768;Name=SUT777;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3129;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.263530950063364;expr_in_YPGal/YPD=-1.35289217216063;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.32266564587268;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.810799878191962;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT777
XV,Xu_2009_SUTs,transcript,494373,494661,.,-,.,ID=ST6780;Name=SUT778;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3143;expr_in_YPE/YPD=0.907313284076475;expr_in_YPGal/YPD=-0.0393557884271014;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.587980957852714;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.109895289298846;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT778
XV,Xu_2009_SUTs,transcript,507041,507945,.,+,.,"ID=ST3147;Name=SUT368;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6783;initiates_from_3NFR_of_and_same_strand_to=ST3146;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.28223121385242;expr_in_YPGal/YPD=-0.0763647705254575;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.0653868181476698,-1.35229201348725;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.423089532896173,-0.433237316867566;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT368
XV,Xu_2009_SUTs,transcript,521669,522629,.,-,.,ID=ST6788;Name=SUT779;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3155;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.61094048670447;expr_in_YPGal/YPD=-1.4817723897261;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.09008814579137;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=2.06656688918753;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.62711386701678;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.851530694586434,SUT779
XV,Xu_2009_SUTs,transcript,536893,537213,.,-,.,ID=ST6791;Name=SUT780;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3161;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3160;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.644662453978489;expr_in_YPGal/YPD=0.378559961423064;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.283341454152703;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.422899919969323;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.13335589737445;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.0129557278151209,SUT780
XV,Xu_2009_SUTs,transcript,550293,550613,.,-,.,ID=ST6795;Name=SUT781;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3164;expr_in_YPE/YPD=2.03185826959265;expr_in_YPGal/YPD=3.81416423520298;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.224023027790448;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-1.6111641404563;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT781
XV,Xu_2009_SUTs,transcript,550497,551049,.,+,.,ID=ST3164;Name=SUT369;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6795;expr_in_YPE/YPD=-0.224023027790448;expr_in_YPGal/YPD=-1.6111641404563;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=2.03185826959265;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=3.81416423520298;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT369
XV,Xu_2009_SUTs,transcript,570969,571785,.,+,.,ID=ST3168;Name=SUT370;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST6805;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.468381136188329;expr_in_YPGal/YPD=0.0426082976301316;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.04026887925421;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.576983951595013,SUT370
XV,Xu_2009_SUTs,transcript,579005,579949,.,-,.,ID=ST6808;Name=SUT782;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST3173;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3172;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.036421351523297;expr_in_YPGal/YPD=-0.92524554399525;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.41886270747413;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.57800004551413;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.781394538868384;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.115659636030715,SUT782
XV,Xu_2009_SUTs,transcript,617249,617393,.,+,.,ID=ST3180;Name=SUT371;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6818;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=1.12209049600481;expr_in_YPGal/YPD=-0.41676590886468;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.778633818501177;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.94100449632164;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT371
XV,Xu_2009_SUTs,transcript,618849,619649,.,+,.,ID=ST3182;Name=SUT372;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6818;expr_in_YPE/YPD=-0.497608808067644;expr_in_YPGal/YPD=-0.32359690747322;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.778633818501177;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.94100449632164;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT372
XV,Xu_2009_SUTs,transcript,639545,640705,.,+,.,ID=ST3188;Name=SUT373;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST6826;expr_in_YPE/YPD=-1.69334002021972;expr_in_YPGal/YPD=-1.69334002021972;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.175438183495876;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.341291221856351;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT373
XV,Xu_2009_SUTs,transcript,667865,670345,.,+,.,ID=ST3198;Name=SUT374;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6832;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-2.50172402512853;expr_in_YPGal/YPD=-2.50172402512853;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=3.25938080610255;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=3.41360159710534;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT374
XV,Xu_2009_SUTs,transcript,672609,673185,.,+,.,ID=ST3200;Name=SUT375;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST6835;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.157380763833095;expr_in_YPGal/YPD=0.867298932131191;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.553479311133284;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.305781209799735,SUT375
XV,Xu_2009_SUTs,transcript,681049,681321,.,+,.,ID=ST3203;Name=SUT376;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST6839;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.883255566062934;expr_in_YPGal/YPD=0.0254163796113089;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.762974133100446;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0755276780113197;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.310047106460282;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-1.42467473560721,SUT376
XV,Xu_2009_SUTs,transcript,689189,689429,.,-,.,ID=ST6843;Name=SUT783;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3206;expr_in_YPE/YPD=-0.489119468595675;expr_in_YPGal/YPD=-0.822720627303314;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.693598547071018;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.188989235157034;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT783
XV,Xu_2009_SUTs,transcript,690093,690357,.,-,.,ID=ST6844;Name=SUT784;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST3207;expr_in_YPE/YPD=-1.26663852417753;expr_in_YPGal/YPD=-1.63771863806808;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.0202614188445462;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0649705027071503;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT784
